"","Country","Method","Energy.type","Last.stage","Unit","Machine","Eu.product","Quantity","Maximum.values","Year","phi"
"1","CHN","PCM","E","Final","ktoe","Industrial electric motors","MD","phi.u",NA,"1960",NA
"2","CHN","PCM","E","Final","ktoe","Diesel cars","MD","phi.u",NA,"1960",NA
"3","CHN","PCM","E","Final","ktoe","Petrol cars","MD","phi.u",NA,"1960",NA
"4","CHN","PCM","E","Final","ktoe","Tractors","MD","phi.u",NA,"1960",NA
"5","CHN","PCM","E","Final","ktoe","Industry static diesel engines","MD","phi.u",NA,"1960",NA
"6","CHN","PCM","E","Final","ktoe","Steam (coal) trains","MD","phi.u",NA,"1960",NA
"7","CHN","PCM","E","Final","ktoe","Boat engines","MD","phi.u",NA,"1960",NA
"8","CHN","PCM","E","Final","ktoe","Airplanes","MD","phi.u",NA,"1960",NA
"9","CHN","PCM","E","Final","ktoe","Diesel trains","MD","phi.u",NA,"1960",NA
"10","CHN","PCM","E","Final","ktoe","Electric trains","MD","phi.u",NA,"1960",NA
"11","CHN","PCM","E","Final","ktoe","Electric cars","MD","phi.u",NA,"1960",NA
"12","CHN","PCM","E","Final","ktoe","Biogasoline cars","MD","phi.u",NA,"1960",NA
"13","CHN","PCM","E","Final","ktoe","Commercial electric motors","MD","phi.u",NA,"1960",NA
"14","CHN","PCM","E","Final","ktoe","Domestic electric motors","MD","phi.u",NA,"1960",NA
"15","CHN","PCM","E","Final","ktoe","Biodiesel cars","MD","phi.u",NA,"1960",NA
"16","CHN","PCM","E","Final","ktoe","Industry static gas engines","MD","phi.u",NA,"1960",NA
"17","CHN","PCM","E","Final","ktoe","Steam (coal) boats","MD","phi.u",NA,"1960",NA
"18","CHN","PCM","E","Final","ktoe","Electric lights","Light","phi.u",NA,"1960",NA
"19","CHN","PCM","E","Final","ktoe","Town gas light","Light","phi.u",NA,"1960",NA
"20","CHN","PCM","E","Final","ktoe","Coal/Oil Light","Light","phi.u",NA,"1960",NA
"21","CHN","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","phi.u",NA,"1960",NA
"22","CHN","PCM","E","Final","ktoe","Heat T assignment","HTH.600.C","phi.u",NA,"1960",NA
"23","CHN","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.200.C","phi.u",NA,"1960",NA
"24","CHN","PCM","E","Final","ktoe","Industrial electric heaters","MTH.200.C","phi.u",NA,"1960",NA
"25","CHN","PCM","E","Final","ktoe","Heat T assignment","MTH.200.C","phi.u",NA,"1960",NA
"26","CHN","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","phi.u",NA,"1960",NA
"27","CHN","PCM","E","Final","ktoe","Industrial electric heaters","MTH.100.C","phi.u",NA,"1960",NA
"28","CHN","PCM","E","Final","ktoe","Heat T assignment","MTH.100.C","phi.u",NA,"1960",NA
"29","CHN","PCM","E","Final","ktoe","Commercial electric heaters","MTH.100.C","phi.u",NA,"1960",NA
"30","CHN","PCM","E","Final","ktoe","Domestic electric heaters","MTH.100.C","phi.u",NA,"1960",NA
"31","CHN","PCM","E","Final","ktoe","Domestic electric heaters","LTH.50.C","phi.u",NA,"1960",NA
"32","CHN","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.20.C","phi.u",NA,"1960",NA
"33","CHN","PCM","E","Final","ktoe","Air conditioners","LTH.20.C","phi.u",NA,"1960",NA
"34","CHN","PCM","E","Final","ktoe","Commercial heat/furnace","LTH.20.C","phi.u",NA,"1960",NA
"35","CHN","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.20.C","phi.u",NA,"1960",NA
"36","CHN","PCM","E","Final","ktoe","Domestic electric heaters","LTH.20.C","phi.u",NA,"1960",NA
"37","CHN","PCM","E","Final","ktoe","Heat T assignment","LTH.20.C","phi.u",NA,"1960",NA
"38","CHN","PCM","E","Final","ktoe","Commercial electric heaters","LTH.20.C","phi.u",NA,"1960",NA
"39","CHN","PCM","E","Final","ktoe","Refrigerators","LTH.0.C","phi.u",NA,"1960",NA
"40","CHN","PCM","E","Final","ktoe","Non-energy","Bitumen","phi.u",NA,"1960",NA
"41","CHN","PCM","E","Final","ktoe","Non-energy","Coal tar","phi.u",NA,"1960",NA
"42","CHN","PCM","E","Final","ktoe","Non-energy","Coke oven coke","phi.u",NA,"1960",NA
"43","CHN","PCM","E","Final","ktoe","Non-energy","Coke oven gas","phi.u",NA,"1960",NA
"44","CHN","PCM","E","Final","ktoe","Non-energy","Coking coal [of Coal mines]","phi.u",NA,"1960",NA
"45","CHN","PCM","E","Final","ktoe","Non-energy","Crude oil [of Oil and gas extraction]","phi.u",NA,"1960",NA
"46","CHN","PCM","E","Final","ktoe","Non-energy","Electricity","phi.u",NA,"1960",NA
"47","CHN","PCM","E","Final","ktoe","Electrolytic machines","Electrolysis","phi.u",NA,"1960",NA
"48","CHN","PCM","E","Final","ktoe","Electronic devices","Electronics","phi.u",NA,"1960",NA
"49","CHN","PCM","E","Final","ktoe","Non-energy","Fuel oil","phi.u",NA,"1960",NA
"50","CHN","PCM","E","Final","ktoe","Non-energy","Gas/diesel oil excl. biofuels","phi.u",NA,"1960",NA
"51","CHN","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","phi.u",NA,"1960",NA
"52","CHN","PCM","E","Final","ktoe","Non-energy","Lubricants","phi.u",NA,"1960",NA
"53","CHN","PCM","E","Final","ktoe","Non-energy","Motor gasoline excl. biofuels","phi.u",NA,"1960",NA
"54","CHN","PCM","E","Final","ktoe","Non-energy","Naphtha","phi.u",NA,"1960",NA
"55","CHN","PCM","E","Final","ktoe","Non-energy","Natural gas [of Oil and gas extraction]","phi.u",NA,"1960",NA
"56","CHN","PCM","E","Final","ktoe","Non-energy","Other bituminous coal [of Coal mines]","phi.u",NA,"1960",NA
"57","CHN","PCM","E","Final","ktoe","Non-energy","Other kerosene","phi.u",NA,"1960",NA
"58","CHN","PCM","E","Final","ktoe","Non-energy","Other oil products","phi.u",NA,"1960",NA
"59","CHN","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","phi.u",NA,"1960",NA
"60","CHN","PCM","E","Final","ktoe","Non-energy","Patent fuel","phi.u",NA,"1960",NA
"61","CHN","PCM","E","Final","ktoe","Non-energy","Petroleum coke","phi.u",NA,"1960",NA
"62","CHN","PCM","E","Final","ktoe","Non-energy","Refinery gas","phi.u",NA,"1960",NA
"63","CHN","PCM","E","Final","ktoe","Non-energy","White spirit & SBP","phi.u",NA,"1960",NA
"64","ESP","PCM","E","Final","ktoe","Diesel cars","MD","phi.u",NA,"1960",1
"65","ESP","PCM","E","Final","ktoe","Petrol cars","MD","phi.u",NA,"1960",1
"66","ESP","PCM","E","Final","ktoe","Boat engines","MD","phi.u",NA,"1960",1
"67","ESP","PCM","E","Final","ktoe","Diesel trains","MD","phi.u",NA,"1960",1
"68","ESP","PCM","E","Final","ktoe","Steam (coal) trains","MD","phi.u",NA,"1960",1
"69","ESP","PCM","E","Final","ktoe","Domestic appliances","MD","phi.u",NA,"1960",1
"70","ESP","PCM","E","Final","ktoe","Industrial electric motors","MD","phi.u",NA,"1960",1
"71","ESP","PCM","E","Final","ktoe","Tractors","MD","phi.u",NA,"1960",1
"72","ESP","PCM","E","Final","ktoe","Airplanes","MD","phi.u",NA,"1960",1
"73","ESP","PCM","E","Final","ktoe","Commercial electric motors","MD","phi.u",NA,"1960",1
"74","ESP","PCM","E","Final","ktoe","Domestic electric motors","MD","phi.u",NA,"1960",1
"75","ESP","PCM","E","Final","ktoe","Biodiesel cars","MD","phi.u",NA,"1960",1
"76","ESP","PCM","E","Final","ktoe","Industry static diesel engines","MD","phi.u",NA,"1960",1
"77","ESP","PCM","E","Final","ktoe","Steam boats","MD","phi.u",NA,"1960",1
"78","ESP","PCM","E","Final","ktoe","Electric trains","MD","phi.u",NA,"1960",1
"79","ESP","PCM","E","Final","ktoe","Mining engines","MD","phi.u",NA,"1960",1
"80","ESP","PCM","E","Final","ktoe","Natural gas vehicles","MD","phi.u",NA,"1960",1
"81","ESP","PCM","E","Final","ktoe","Biogasoline cars","MD","phi.u",NA,"1960",1
"82","ESP","PCM","E","Final","ktoe","Electric cars","MD","phi.u",NA,"1960",1
"83","ESP","PCM","E","Final","ktoe","Electric lights","Light","phi.u",NA,"1960",1
"84","ESP","PCM","E","Final","ktoe","Industrial electric heaters","HTH.1600.C","phi.u",NA,"1960",0.840829618556976
"85","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.1200.C","phi.u",NA,"1960",0.797610562400299
"86","ESP","PCM","E","Final","ktoe","Industrial electric heaters","HTH.1200.C","phi.u",NA,"1960",0.797610562400299
"87","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.1000.C","phi.u",NA,"1960",0.765817067902447
"88","ESP","PCM","E","Final","ktoe","Industrial electric heaters","HTH.1000.C","phi.u",NA,"1960",0.765817067902447
"89","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.800.C","phi.u",NA,"1960",0.72217304197922
"90","ESP","PCM","E","Final","ktoe","Industrial electric heaters","HTH.800.C","phi.u",NA,"1960",0.72217304197922
"91","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","phi.u",NA,"1960",0.658535188684648
"92","ESP","PCM","E","Final","ktoe","Industrial electric heaters","HTH.600.C","phi.u",NA,"1960",0.658535188684648
"93","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.200.C","phi.u",NA,"1960",0.369861566099546
"94","ESP","PCM","E","Final","ktoe","Industrial electric heaters","MTH.200.C","phi.u",NA,"1960",0.369861566099546
"95","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","phi.u",NA,"1960",0.200991558354549
"96","ESP","PCM","E","Final","ktoe","Industrial electric heaters","MTH.100.C","phi.u",NA,"1960",0.200991558354549
"97","ESP","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.20.C","phi.u",NA,"1960",0.0167700821734027
"98","ESP","PCM","E","Final","ktoe","Commercial heat/furnace","LTH.20.C","phi.u",NA,"1960",0.0167700821734027
"99","ESP","PCM","E","Final","ktoe","Domestic electric heaters","LTH.20.C","phi.u",NA,"1960",0.0167700821734027
"100","ESP","PCM","E","Final","ktoe","Commercial electric heaters","LTH.20.C","phi.u",NA,"1960",0.0167700821734027
"101","ESP","PCM","E","Final","ktoe","Non-energy","Biogases","phi.u",NA,"1960",1
"102","ESP","PCM","E","Final","ktoe","Non-energy","Bitumen","phi.u",NA,"1960",1
"103","ESP","PCM","E","Final","ktoe","Non-energy","Coal tar","phi.u",NA,"1960",1
"104","ESP","PCM","E","Final","ktoe","Non-energy","Electricity","phi.u",NA,"1960",1
"105","ESP","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","phi.u",NA,"1960",1
"106","ESP","PCM","E","Final","ktoe","Air conditioners","LTC.15.C","phi.u",NA,"1960",0.0335401643468053
"107","ESP","PCM","E","Final","ktoe","Non-energy","Lubricants","phi.u",NA,"1960",1
"108","ESP","PCM","E","Final","ktoe","Non-energy","Naphtha","phi.u",NA,"1960",1
"109","ESP","PCM","E","Final","ktoe","Non-energy","Natural gas [of Oil and gas extraction]","phi.u",NA,"1960",1
"110","ESP","PCM","E","Final","ktoe","Non-energy","Other bituminous coal [of Coal mines]","phi.u",NA,"1960",1
"111","ESP","PCM","E","Final","ktoe","Non-energy","Other oil products","phi.u",NA,"1960",1
"112","ESP","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","phi.u",NA,"1960",1
"113","ESP","PCM","E","Final","ktoe","Non-energy","Petroleum coke","phi.u",NA,"1960",1
"114","ESP","PCM","E","Final","ktoe","Non-energy","Primary solid biofuels","phi.u",NA,"1960",1
"115","ESP","PCM","E","Final","ktoe","Non-energy","Solar thermal","phi.u",NA,"1960",1
"116","ESP","PCM","E","Final","ktoe","Non-energy","White spirit & SBP","phi.u",NA,"1960",1
"117","GBR","PCM","E","Final","ktoe","Diesel cars","MD","phi.u",NA,"1960",1
"118","GBR","PCM","E","Final","ktoe","Petrol cars","MD","phi.u",NA,"1960",1
"119","GBR","PCM","E","Final","ktoe","Industry static diesel engines","MD","phi.u",NA,"1960",1
"120","GBR","PCM","E","Final","ktoe","Steam (coal) trains","MD","phi.u",NA,"1960",1
"121","GBR","PCM","E","Final","ktoe","Industrial electric motors","MD","phi.u",NA,"1960",1
"122","GBR","PCM","E","Final","ktoe","Domestic appliances","MD","phi.u",NA,"1960",1
"123","GBR","PCM","E","Final","ktoe","Commercial electric motors","MD","phi.u",NA,"1960",1
"124","GBR","PCM","E","Final","ktoe","Airplanes","MD","phi.u",NA,"1960",1
"125","GBR","PCM","E","Final","ktoe","Domestic electric motors","MD","phi.u",NA,"1960",1
"126","GBR","PCM","E","Final","ktoe","Boat engines","MD","phi.u",NA,"1960",1
"127","GBR","PCM","E","Final","ktoe","Biodiesel cars","MD","phi.u",NA,"1960",1
"128","GBR","PCM","E","Final","ktoe","Diesel trains","MD","phi.u",NA,"1960",1
"129","GBR","PCM","E","Final","ktoe","Tractors","MD","phi.u",NA,"1960",1
"130","GBR","PCM","E","Final","ktoe","Electric cars","MD","phi.u",NA,"1960",1
"131","GBR","PCM","E","Final","ktoe","Electric trains","MD","phi.u",NA,"1960",1
"132","GBR","PCM","E","Final","ktoe","Lighting town gas","Light","phi.u",NA,"1960",1
"133","GBR","PCM","E","Final","ktoe","Electric lights","Light","phi.u",NA,"1960",1
"134","GBR","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","phi.u",NA,"1960",0.658535188684648
"135","GBR","PCM","E","Final","ktoe","Heat T assignment","HTH.600.C","phi.u",NA,"1960",0.658535188684648
"136","GBR","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.200.C","phi.u",NA,"1960",0.369861566099546
"137","GBR","PCM","E","Final","ktoe","Industrial electric heaters","MTH.200.C","phi.u",NA,"1960",0.369861566099546
"138","GBR","PCM","E","Final","ktoe","Commercial electric heaters","MTH.200.C","phi.u",NA,"1960",0.369861566099546
"139","GBR","PCM","E","Final","ktoe","Heat T assignment","MTH.200.C","phi.u",NA,"1960",0.369861566099546
"140","GBR","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","phi.u",NA,"1960",0.200991558354549
"141","GBR","PCM","E","Final","ktoe","Heat T assignment","MTH.100.C","phi.u",NA,"1960",0.200991558354549
"142","GBR","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.20.C","phi.u",NA,"1960",0.0167700821734027
"143","GBR","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.20.C","phi.u",NA,"1960",0.0167700821734027
"144","GBR","PCM","E","Final","ktoe","Domestic electric heaters","LTH.20.C","phi.u",NA,"1960",0.0167700821734027
"145","GBR","PCM","E","Final","ktoe","Heat T assignment","LTH.20.C","phi.u",NA,"1960",0.0167700821734027
"146","GBR","PCM","E","Final","ktoe","Non-energy","Bitumen","phi.u",NA,"1960",1
"147","GBR","PCM","E","Final","ktoe","Non-energy","Coal tar","phi.u",NA,"1960",1
"148","GBR","PCM","E","Final","ktoe","Non-energy","Electricity","phi.u",NA,"1960",1
"149","GBR","PCM","E","Final","ktoe","Non-energy","Ethane","phi.u",NA,"1960",1
"150","GBR","PCM","E","Final","ktoe","Non-energy","Fuel oil","phi.u",NA,"1960",1
"151","GBR","PCM","E","Final","ktoe","Non-energy","Gas/diesel oil excl. biofuels","phi.u",NA,"1960",1
"152","GBR","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","phi.u",NA,"1960",1
"153","GBR","PCM","E","Final","ktoe","Non-energy","Lubricants","phi.u",NA,"1960",1
"154","GBR","PCM","E","Final","ktoe","Non-energy","Naphtha","phi.u",NA,"1960",1
"155","GBR","PCM","E","Final","ktoe","Non-energy","Natural gas [of Oil and gas extraction]","phi.u",NA,"1960",1
"156","GBR","PCM","E","Final","ktoe","Non-energy","Other oil products","phi.u",NA,"1960",1
"157","GBR","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","phi.u",NA,"1960",1
"158","GBR","PCM","E","Final","ktoe","Non-energy","Petroleum coke","phi.u",NA,"1960",1
"159","GBR","PCM","E","Final","ktoe","Non-energy","Refinery gas","phi.u",NA,"1960",1
"160","GBR","PCM","E","Final","ktoe","Non-energy","White spirit & SBP","phi.u",NA,"1960",1
"161","GHA","PCM","E","Final","ktoe","Petrol cars","MD","phi.u",NA,"1960",NA
"162","GHA","PCM","E","Final","ktoe","Diesel cars","MD","phi.u",NA,"1960",NA
"163","GHA","PCM","E","Final","ktoe","Industry static diesel engines","MD","phi.u",NA,"1960",NA
"164","GHA","PCM","E","Final","ktoe","Industrial electric motors","MD","phi.u",NA,"1960",NA
"165","GHA","PCM","E","Final","ktoe","Tractors","MD","phi.u",NA,"1960",NA
"166","GHA","PCM","E","Final","ktoe","Boat engines","MD","phi.u",NA,"1960",NA
"167","GHA","PCM","E","Final","ktoe","Diesel trains","MD","phi.u",NA,"1960",NA
"168","GHA","PCM","E","Final","ktoe","Commercial electric motors","MD","phi.u",NA,"1960",NA
"169","GHA","PCM","E","Final","ktoe","Airplanes","MD","phi.u",NA,"1960",NA
"170","GHA","PCM","E","Final","ktoe","Other appliances","MD","phi.u",NA,"1960",NA
"171","GHA","PCM","E","Final","ktoe","Electric cars","MD","phi.u",NA,"1960",NA
"172","GHA","PCM","E","Final","ktoe","Fan","KE","phi.u",NA,"1960",NA
"173","GHA","PCM","E","Final","ktoe","Electric lights","Light","phi.u",NA,"1960",NA
"174","GHA","PCM","E","Final","ktoe","Television","Light","phi.u",NA,"1960",NA
"175","GHA","PCM","E","Final","ktoe","Industrial electric heaters","HTH.600.C","phi.u",NA,"1960",NA
"176","GHA","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","phi.u",NA,"1960",NA
"177","GHA","PCM","E","Final","ktoe","Industrial electric heaters","MTH.200.C","phi.u",NA,"1960",NA
"178","GHA","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.200.C","phi.u",NA,"1960",NA
"179","GHA","PCM","E","Final","ktoe","Iron","MTH.200.C","phi.u",NA,"1960",NA
"180","GHA","PCM","E","Final","ktoe","Wood stoves","MTH.100.C","phi.u",NA,"1960",NA
"181","GHA","PCM","E","Final","ktoe","Charcoal stoves","MTH.100.C","phi.u",NA,"1960",NA
"182","GHA","PCM","E","Final","ktoe","Kerosene stoves","MTH.100.C","phi.u",NA,"1960",NA
"183","GHA","PCM","E","Final","ktoe","LPG stoves","MTH.100.C","phi.u",NA,"1960",NA
"184","GHA","PCM","E","Final","ktoe","Industrial electric heaters","MTH.100.C","phi.u",NA,"1960",NA
"185","GHA","PCM","E","Final","ktoe","Commercial electric heaters","MTH.100.C","phi.u",NA,"1960",NA
"186","GHA","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","phi.u",NA,"1960",NA
"187","GHA","PCM","E","Final","ktoe","Refrigerators","LTH.-10.C","phi.u",NA,"1960",NA
"188","GHA","PCM","E","Final","ktoe","Non-energy","Bitumen","phi.u",NA,"1960",NA
"189","GHA","PCM","E","Final","ktoe","Non-energy","Crude oil","phi.u",NA,"1960",NA
"190","GHA","PCM","E","Final","ktoe","Non-energy","Lubricants","phi.u",NA,"1960",NA
"191","GHA","PCM","E","Final","ktoe","Non-energy","Other oil products","phi.u",NA,"1960",NA
"192","MEX","PCM","E","Final","ktoe","Petrol cars","MD","phi.u",NA,"1960",NA
"193","MEX","PCM","E","Final","ktoe","Industry static diesel engines","MD","phi.u",NA,"1960",NA
"194","MEX","PCM","E","Final","ktoe","Diesel cars","MD","phi.u",NA,"1960",NA
"195","MEX","PCM","E","Final","ktoe","Industrial electric motors","MD","phi.u",NA,"1960",NA
"196","MEX","PCM","E","Final","ktoe","Boat engines","MD","phi.u",NA,"1960",NA
"197","MEX","PCM","E","Final","ktoe","Diesel trains","MD","phi.u",NA,"1960",NA
"198","MEX","PCM","E","Final","ktoe","Electric trains","MD","phi.u",NA,"1960",NA
"199","MEX","PCM","E","Final","ktoe","Airplanes","MD","phi.u",NA,"1960",NA
"200","MEX","PCM","E","Final","ktoe","Electric lights","Light","phi.u",NA,"1960",NA
"201","MEX","PCM","E","Final","ktoe","Coal/Oil Light","Light","phi.u",NA,"1960",NA
"202","MEX","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","phi.u",NA,"1960",NA
"203","MEX","PCM","E","Final","ktoe","Industrial electric heaters","HTH.600.C","phi.u",NA,"1960",NA
"204","MEX","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.360.C","phi.u",NA,"1960",NA
"205","MEX","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.80.C","phi.u",NA,"1960",NA
"206","MEX","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.80.C","phi.u",NA,"1960",NA
"207","MEX","PCM","E","Final","ktoe","Commercial heat/furnace","LTH.80.C","phi.u",NA,"1960",NA
"208","MEX","PCM","E","Final","ktoe","Industrial electric heaters","LTH.80.C","phi.u",NA,"1960",NA
"209","MEX","PCM","E","Final","ktoe","Non-energy","Bitumen","phi.u",NA,"1960",NA
"210","MEX","PCM","E","Final","ktoe","Non-energy","Coal tar","phi.u",NA,"1960",NA
"211","MEX","PCM","E","Final","ktoe","Non-energy","Coke oven coke","phi.u",NA,"1960",NA
"212","MEX","PCM","E","Final","ktoe","Non-energy","Electricity","phi.u",NA,"1960",NA
"213","MEX","PCM","E","Final","ktoe","Electrolysis machines","Electrolysis","phi.u",NA,"1960",NA
"214","MEX","PCM","E","Final","ktoe","Electronic devices","Electronics","phi.u",NA,"1960",NA
"215","MEX","PCM","E","Final","ktoe","Non-energy","Ethane","phi.u",NA,"1960",NA
"216","MEX","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","phi.u",NA,"1960",NA
"217","MEX","PCM","E","Final","ktoe","Non-energy","Lubricants","phi.u",NA,"1960",NA
"218","MEX","PCM","E","Final","ktoe","Non-energy","Naphtha","phi.u",NA,"1960",NA
"219","MEX","PCM","E","Final","ktoe","Non-energy","Natural gas [of Oil and gas extraction]","phi.u",NA,"1960",NA
"220","MEX","PCM","E","Final","ktoe","Non-energy","Other kerosene","phi.u",NA,"1960",NA
"221","MEX","PCM","E","Final","ktoe","Non-energy","Other oil products","phi.u",NA,"1960",NA
"222","MEX","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","phi.u",NA,"1960",NA
"223","PRT","PCM","E","Final","ktoe","Diesel cars","MD","phi.u",NA,"1960",1
"224","PRT","PCM","E","Final","ktoe","Petrol cars","MD","phi.u",NA,"1960",1
"225","PRT","PCM","E","Final","ktoe","Industrial electric motors","MD","phi.u",NA,"1960",1
"226","PRT","PCM","E","Final","ktoe","Industry static diesel engines","MD","phi.u",NA,"1960",1
"227","PRT","PCM","E","Final","ktoe","Airplanes","MD","phi.u",NA,"1960",1
"228","PRT","PCM","E","Final","ktoe","Commercial electric motors","MD","phi.u",NA,"1960",1
"229","PRT","PCM","E","Final","ktoe","Steam (coal) trains","MD","phi.u",NA,"1960",1
"230","PRT","PCM","E","Final","ktoe","Domestic electric motors","MD","phi.u",NA,"1960",1
"231","PRT","PCM","E","Final","ktoe","Boat engines","MD","phi.u",NA,"1960",1
"232","PRT","PCM","E","Final","ktoe","Electric trains","MD","phi.u",NA,"1960",1
"233","PRT","PCM","E","Final","ktoe","Natural gas vehicles","MD","phi.u",NA,"1960",1
"234","PRT","PCM","E","Final","ktoe","Coal/Oil Light","Light","phi.u",NA,"1960",1
"235","PRT","PCM","E","Final","ktoe","Electric lights","Light","phi.u",NA,"1960",1
"236","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.500.C","phi.u",NA,"1960",0.614369785940633
"237","PRT","PCM","E","Final","ktoe","Industrial electric heaters","HTH.500.C","phi.u",NA,"1960",0.614369785940633
"238","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.150.C","phi.u",NA,"1960",0.295403521209973
"239","PRT","PCM","E","Final","ktoe","Industrial electric heaters","MTH.150.C","phi.u",NA,"1960",0.295403521209973
"240","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.120.C","phi.u",NA,"1960",0.241638051634236
"241","PRT","PCM","E","Final","ktoe","Industrial electric heaters","MTH.120.C","phi.u",NA,"1960",0.241638051634236
"242","PRT","PCM","E","Final","ktoe","Industrial electric heaters","MTH.100.C","phi.u",NA,"1960",0.200991558354549
"243","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","phi.u",NA,"1960",0.200991558354549
"244","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.90.C","phi.u",NA,"1960",0.178989398320253
"245","PRT","PCM","E","Final","ktoe","Industrial electric heaters","LTH.90.C","phi.u",NA,"1960",0.178989398320253
"246","PRT","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.50.C","phi.u",NA,"1960",0.0773634535045644
"247","PRT","PCM","E","Final","ktoe","Commercial heat/furnace","LTH.50.C","phi.u",NA,"1960",0.0773634535045644
"248","PRT","PCM","E","Final","ktoe","Commercial electric heaters","LTH.50.C","phi.u",NA,"1960",0.0773634535045644
"249","PRT","PCM","E","Final","ktoe","Domestic electric heaters","LTH.50.C","phi.u",NA,"1960",0.0773634535045644
"250","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.50.C","phi.u",NA,"1960",0.0773634535045644
"251","PRT","PCM","E","Final","ktoe","Non-energy","Bitumen","phi.u",NA,"1960",1
"252","PRT","PCM","E","Final","ktoe","Non-energy","Coke oven coke","phi.u",NA,"1960",1
"253","PRT","PCM","E","Final","ktoe","Non-energy","Electricity","phi.u",NA,"1960",1
"254","PRT","PCM","E","Final","ktoe","Non-energy","Fuel oil","phi.u",NA,"1960",1
"255","PRT","PCM","E","Final","ktoe","Non-energy","Gas/diesel oil excl. biofuels","phi.u",NA,"1960",1
"256","PRT","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","phi.u",NA,"1960",1
"257","PRT","PCM","E","Final","ktoe","Non-energy","Lubricants","phi.u",NA,"1960",1
"258","PRT","PCM","E","Final","ktoe","Non-energy","Naphtha","phi.u",NA,"1960",1
"259","PRT","PCM","E","Final","ktoe","Non-energy","Other oil products","phi.u",NA,"1960",1
"260","PRT","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","phi.u",NA,"1960",1
"261","PRT","PCM","E","Final","ktoe","Non-energy","White spirit & SBP","phi.u",NA,"1960",1
"262","World","PCM","E","Final","ktoe","Petrol cars","MD","phi.u",NA,"1960",1
"263","World","PCM","E","Final","ktoe","Diesel cars","MD","phi.u",NA,"1960",1
"264","World","PCM","E","Final","ktoe","Industrial electric motors","MD","phi.u",NA,"1960",1
"265","World","PCM","E","Final","ktoe","Airplanes","MD","phi.u",NA,"1960",1
"266","World","PCM","E","Final","ktoe","Boat engines","MD","phi.u",NA,"1960",1
"267","World","PCM","E","Final","ktoe","Industry static diesel engines","MD","phi.u",NA,"1960",1
"268","World","PCM","E","Final","ktoe","Tractors","MD","phi.u",NA,"1960",1
"269","World","PCM","E","Final","ktoe","Domestic appliances","MD","phi.u",NA,"1960",1
"270","World","PCM","E","Final","ktoe","Domestic electric motors","MD","phi.u",NA,"1960",1
"271","World","PCM","E","Final","ktoe","Commercial electric motors","MD","phi.u",NA,"1960",1
"272","World","PCM","E","Final","ktoe","Industry static gasoline engines","MD","phi.u",NA,"1960",1
"273","World","PCM","E","Final","ktoe","Diesel trains","MD","phi.u",NA,"1960",1
"274","World","PCM","E","Final","ktoe","Steam (coal) trains","MD","phi.u",NA,"1960",1
"275","World","PCM","E","Final","ktoe","Biogasoline cars","MD","phi.u",NA,"1960",1
"276","World","PCM","E","Final","ktoe","Natural gas vehicles","MD","phi.u",NA,"1960",1
