"","Country","Method","Energy.type","Last.stage","Unit","Machine","Eu.product","Quantity","Maximum.values","Year","phi"
"9208","CHN","PCM","E","Final","ktoe","Domestic electric heaters","MTH.100.C","phi.u",NA,"1986",0.200991558354549
"9209","CHN","PCM","E","Final","ktoe","Domestic electric heaters","LTH.50.C","phi.u",NA,"1986",0.0773634535045644
"9210","CHN","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.20.C","phi.u",NA,"1986",0.0167700821734027
"9211","CHN","PCM","E","Final","ktoe","Air conditioners","LTH.20.C","phi.u",NA,"1986",0.0167700821734027
"9212","CHN","PCM","E","Final","ktoe","Commercial heat/furnace","LTH.20.C","phi.u",NA,"1986",0.0167700821734027
"9213","CHN","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.20.C","phi.u",NA,"1986",0.0167700821734027
"9214","CHN","PCM","E","Final","ktoe","Domestic electric heaters","LTH.20.C","phi.u",NA,"1986",0.0167700821734027
"9215","CHN","PCM","E","Final","ktoe","Heat T assignment","LTH.20.C","phi.u",NA,"1986",0.0167700821734027
"9216","CHN","PCM","E","Final","ktoe","Commercial electric heaters","LTH.20.C","phi.u",NA,"1986",0.0167700821734027
"9217","CHN","PCM","E","Final","ktoe","Refrigerators","LTH.0.C","phi.u",NA,"1986",0.0838504108670133
"9218","CHN","PCM","E","Final","ktoe","Non-energy","Bitumen","phi.u",NA,"1986",1
"9219","CHN","PCM","E","Final","ktoe","Non-energy","Coal tar","phi.u",NA,"1986",1
"9220","CHN","PCM","E","Final","ktoe","Non-energy","Coke oven coke","phi.u",NA,"1986",1
"9221","CHN","PCM","E","Final","ktoe","Non-energy","Coke oven gas","phi.u",NA,"1986",1
"9222","CHN","PCM","E","Final","ktoe","Non-energy","Coking coal [of Coal mines]","phi.u",NA,"1986",1
"9223","CHN","PCM","E","Final","ktoe","Non-energy","Crude oil [of Oil and gas extraction]","phi.u",NA,"1986",1
"9224","CHN","PCM","E","Final","ktoe","Non-energy","Electricity","phi.u",NA,"1986",1
"9225","CHN","PCM","E","Final","ktoe","Electrolytic machines","Electrolysis","phi.u",NA,"1986",0.352
"9226","CHN","PCM","E","Final","ktoe","Electronic devices","Electronics","phi.u",NA,"1986",0.0062
"9227","CHN","PCM","E","Final","ktoe","Non-energy","Fuel oil","phi.u",NA,"1986",1
"9228","CHN","PCM","E","Final","ktoe","Non-energy","Gas/diesel oil excl. biofuels","phi.u",NA,"1986",1
"9229","CHN","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","phi.u",NA,"1986",1
"9230","CHN","PCM","E","Final","ktoe","Non-energy","Lubricants","phi.u",NA,"1986",1
"9231","CHN","PCM","E","Final","ktoe","Non-energy","Motor gasoline excl. biofuels","phi.u",NA,"1986",1
"9232","CHN","PCM","E","Final","ktoe","Non-energy","Naphtha","phi.u",NA,"1986",1
"9233","CHN","PCM","E","Final","ktoe","Non-energy","Natural gas [of Oil and gas extraction]","phi.u",NA,"1986",1
"9234","CHN","PCM","E","Final","ktoe","Non-energy","Other bituminous coal [of Coal mines]","phi.u",NA,"1986",1
"9235","CHN","PCM","E","Final","ktoe","Non-energy","Other kerosene","phi.u",NA,"1986",1
"9236","CHN","PCM","E","Final","ktoe","Non-energy","Other oil products","phi.u",NA,"1986",1
"9237","CHN","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","phi.u",NA,"1986",1
"9238","CHN","PCM","E","Final","ktoe","Non-energy","Patent fuel","phi.u",NA,"1986",1
"9239","CHN","PCM","E","Final","ktoe","Non-energy","Petroleum coke","phi.u",NA,"1986",1
"9240","CHN","PCM","E","Final","ktoe","Non-energy","Refinery gas","phi.u",NA,"1986",1
"9241","CHN","PCM","E","Final","ktoe","Non-energy","White spirit & SBP","phi.u",NA,"1986",1
"9242","ESP","PCM","E","Final","ktoe","Diesel cars","MD","phi.u",NA,"1986",1
"9243","ESP","PCM","E","Final","ktoe","Petrol cars","MD","phi.u",NA,"1986",1
"9244","ESP","PCM","E","Final","ktoe","Boat engines","MD","phi.u",NA,"1986",1
"9245","ESP","PCM","E","Final","ktoe","Diesel trains","MD","phi.u",NA,"1986",1
"9246","ESP","PCM","E","Final","ktoe","Steam (coal) trains","MD","phi.u",NA,"1986",1
"9247","ESP","PCM","E","Final","ktoe","Domestic appliances","MD","phi.u",NA,"1986",1
"9248","ESP","PCM","E","Final","ktoe","Industrial electric motors","MD","phi.u",NA,"1986",1
"9249","ESP","PCM","E","Final","ktoe","Tractors","MD","phi.u",NA,"1986",1
"9250","ESP","PCM","E","Final","ktoe","Airplanes","MD","phi.u",NA,"1986",1
"9251","ESP","PCM","E","Final","ktoe","Commercial electric motors","MD","phi.u",NA,"1986",1
"9252","ESP","PCM","E","Final","ktoe","Domestic electric motors","MD","phi.u",NA,"1986",1
"9253","ESP","PCM","E","Final","ktoe","Biodiesel cars","MD","phi.u",NA,"1986",1
"9254","ESP","PCM","E","Final","ktoe","Industry static diesel engines","MD","phi.u",NA,"1986",1
"9255","ESP","PCM","E","Final","ktoe","Steam boats","MD","phi.u",NA,"1986",1
"9256","ESP","PCM","E","Final","ktoe","Electric trains","MD","phi.u",NA,"1986",1
"9257","ESP","PCM","E","Final","ktoe","Mining engines","MD","phi.u",NA,"1986",1
"9258","ESP","PCM","E","Final","ktoe","Natural gas vehicles","MD","phi.u",NA,"1986",1
"9259","ESP","PCM","E","Final","ktoe","Biogasoline cars","MD","phi.u",NA,"1986",1
"9260","ESP","PCM","E","Final","ktoe","Electric cars","MD","phi.u",NA,"1986",1
"9261","ESP","PCM","E","Final","ktoe","Electric lights","Light","phi.u",NA,"1986",1
"9262","ESP","PCM","E","Final","ktoe","Industrial electric heaters","HTH.1600.C","phi.u",NA,"1986",0.840829618556976
"9263","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.1200.C","phi.u",NA,"1986",0.797610562400299
"9264","ESP","PCM","E","Final","ktoe","Industrial electric heaters","HTH.1200.C","phi.u",NA,"1986",0.797610562400299
"9265","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.1000.C","phi.u",NA,"1986",0.765817067902447
"9266","ESP","PCM","E","Final","ktoe","Industrial electric heaters","HTH.1000.C","phi.u",NA,"1986",0.765817067902447
"9267","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.800.C","phi.u",NA,"1986",0.72217304197922
"9268","ESP","PCM","E","Final","ktoe","Industrial electric heaters","HTH.800.C","phi.u",NA,"1986",0.72217304197922
"9269","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","phi.u",NA,"1986",0.658535188684648
"9270","ESP","PCM","E","Final","ktoe","Industrial electric heaters","HTH.600.C","phi.u",NA,"1986",0.658535188684648
"9271","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.200.C","phi.u",NA,"1986",0.369861566099546
"9272","ESP","PCM","E","Final","ktoe","Industrial electric heaters","MTH.200.C","phi.u",NA,"1986",0.369861566099546
"9273","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","phi.u",NA,"1986",0.200991558354549
"9274","ESP","PCM","E","Final","ktoe","Industrial electric heaters","MTH.100.C","phi.u",NA,"1986",0.200991558354549
"9275","ESP","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.20.C","phi.u",NA,"1986",0.0167700821734027
"9276","ESP","PCM","E","Final","ktoe","Commercial heat/furnace","LTH.20.C","phi.u",NA,"1986",0.0167700821734027
"9277","ESP","PCM","E","Final","ktoe","Domestic electric heaters","LTH.20.C","phi.u",NA,"1986",0.0167700821734027
"9278","ESP","PCM","E","Final","ktoe","Commercial electric heaters","LTH.20.C","phi.u",NA,"1986",0.0167700821734027
"9279","ESP","PCM","E","Final","ktoe","Non-energy","Biogases","phi.u",NA,"1986",1
"9280","ESP","PCM","E","Final","ktoe","Non-energy","Bitumen","phi.u",NA,"1986",1
"9281","ESP","PCM","E","Final","ktoe","Non-energy","Coal tar","phi.u",NA,"1986",1
"9282","ESP","PCM","E","Final","ktoe","Non-energy","Electricity","phi.u",NA,"1986",1
"9283","ESP","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","phi.u",NA,"1986",1
"9284","ESP","PCM","E","Final","ktoe","Air conditioners","LTC.15.C","phi.u",NA,"1986",0.0335401643468053
"9285","ESP","PCM","E","Final","ktoe","Non-energy","Lubricants","phi.u",NA,"1986",1
"9286","ESP","PCM","E","Final","ktoe","Non-energy","Naphtha","phi.u",NA,"1986",1
"9287","ESP","PCM","E","Final","ktoe","Non-energy","Natural gas [of Oil and gas extraction]","phi.u",NA,"1986",1
"9288","ESP","PCM","E","Final","ktoe","Non-energy","Other bituminous coal [of Coal mines]","phi.u",NA,"1986",1
"9289","ESP","PCM","E","Final","ktoe","Non-energy","Other oil products","phi.u",NA,"1986",1
"9290","ESP","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","phi.u",NA,"1986",1
"9291","ESP","PCM","E","Final","ktoe","Non-energy","Petroleum coke","phi.u",NA,"1986",1
"9292","ESP","PCM","E","Final","ktoe","Non-energy","Primary solid biofuels","phi.u",NA,"1986",1
"9293","ESP","PCM","E","Final","ktoe","Non-energy","Solar thermal","phi.u",NA,"1986",1
"9294","ESP","PCM","E","Final","ktoe","Non-energy","White spirit & SBP","phi.u",NA,"1986",1
"9295","GBR","PCM","E","Final","ktoe","Diesel cars","MD","phi.u",NA,"1986",1
"9296","GBR","PCM","E","Final","ktoe","Petrol cars","MD","phi.u",NA,"1986",1
"9297","GBR","PCM","E","Final","ktoe","Industry static diesel engines","MD","phi.u",NA,"1986",1
"9298","GBR","PCM","E","Final","ktoe","Steam (coal) trains","MD","phi.u",NA,"1986",1
"9299","GBR","PCM","E","Final","ktoe","Industrial electric motors","MD","phi.u",NA,"1986",1
"9300","GBR","PCM","E","Final","ktoe","Domestic appliances","MD","phi.u",NA,"1986",1
"9301","GBR","PCM","E","Final","ktoe","Commercial electric motors","MD","phi.u",NA,"1986",1
"9302","GBR","PCM","E","Final","ktoe","Airplanes","MD","phi.u",NA,"1986",1
"9303","GBR","PCM","E","Final","ktoe","Domestic electric motors","MD","phi.u",NA,"1986",1
"9304","GBR","PCM","E","Final","ktoe","Boat engines","MD","phi.u",NA,"1986",1
"9305","GBR","PCM","E","Final","ktoe","Biodiesel cars","MD","phi.u",NA,"1986",1
"9306","GBR","PCM","E","Final","ktoe","Diesel trains","MD","phi.u",NA,"1986",1
"9307","GBR","PCM","E","Final","ktoe","Tractors","MD","phi.u",NA,"1986",1
"9308","GBR","PCM","E","Final","ktoe","Electric cars","MD","phi.u",NA,"1986",1
"9309","GBR","PCM","E","Final","ktoe","Electric trains","MD","phi.u",NA,"1986",1
"9310","GBR","PCM","E","Final","ktoe","Lighting town gas","Light","phi.u",NA,"1986",1
"9311","GBR","PCM","E","Final","ktoe","Electric lights","Light","phi.u",NA,"1986",1
"9312","GBR","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","phi.u",NA,"1986",0.658535188684648
"9313","GBR","PCM","E","Final","ktoe","Heat T assignment","HTH.600.C","phi.u",NA,"1986",0.658535188684648
"9314","GBR","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.200.C","phi.u",NA,"1986",0.369861566099546
"9315","GBR","PCM","E","Final","ktoe","Industrial electric heaters","MTH.200.C","phi.u",NA,"1986",0.369861566099546
"9316","GBR","PCM","E","Final","ktoe","Commercial electric heaters","MTH.200.C","phi.u",NA,"1986",0.369861566099546
"9317","GBR","PCM","E","Final","ktoe","Heat T assignment","MTH.200.C","phi.u",NA,"1986",0.369861566099546
"9318","GBR","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","phi.u",NA,"1986",0.200991558354549
"9319","GBR","PCM","E","Final","ktoe","Heat T assignment","MTH.100.C","phi.u",NA,"1986",0.200991558354549
"9320","GBR","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.20.C","phi.u",NA,"1986",0.0167700821734027
"9321","GBR","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.20.C","phi.u",NA,"1986",0.0167700821734027
"9322","GBR","PCM","E","Final","ktoe","Domestic electric heaters","LTH.20.C","phi.u",NA,"1986",0.0167700821734027
"9323","GBR","PCM","E","Final","ktoe","Heat T assignment","LTH.20.C","phi.u",NA,"1986",0.0167700821734027
"9324","GBR","PCM","E","Final","ktoe","Non-energy","Bitumen","phi.u",NA,"1986",1
"9325","GBR","PCM","E","Final","ktoe","Non-energy","Coal tar","phi.u",NA,"1986",1
"9326","GBR","PCM","E","Final","ktoe","Non-energy","Electricity","phi.u",NA,"1986",1
"9327","GBR","PCM","E","Final","ktoe","Non-energy","Ethane","phi.u",NA,"1986",1
"9328","GBR","PCM","E","Final","ktoe","Non-energy","Fuel oil","phi.u",NA,"1986",1
"9329","GBR","PCM","E","Final","ktoe","Non-energy","Gas/diesel oil excl. biofuels","phi.u",NA,"1986",1
"9330","GBR","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","phi.u",NA,"1986",1
"9331","GBR","PCM","E","Final","ktoe","Non-energy","Lubricants","phi.u",NA,"1986",1
"9332","GBR","PCM","E","Final","ktoe","Non-energy","Naphtha","phi.u",NA,"1986",1
"9333","GBR","PCM","E","Final","ktoe","Non-energy","Natural gas [of Oil and gas extraction]","phi.u",NA,"1986",1
"9334","GBR","PCM","E","Final","ktoe","Non-energy","Other oil products","phi.u",NA,"1986",1
"9335","GBR","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","phi.u",NA,"1986",1
"9336","GBR","PCM","E","Final","ktoe","Non-energy","Petroleum coke","phi.u",NA,"1986",1
"9337","GBR","PCM","E","Final","ktoe","Non-energy","Refinery gas","phi.u",NA,"1986",1
"9338","GBR","PCM","E","Final","ktoe","Non-energy","White spirit & SBP","phi.u",NA,"1986",1
"9339","GHA","PCM","E","Final","ktoe","Petrol cars","MD","phi.u",NA,"1986",1
"9340","GHA","PCM","E","Final","ktoe","Diesel cars","MD","phi.u",NA,"1986",1
"9341","GHA","PCM","E","Final","ktoe","Industry static diesel engines","MD","phi.u",NA,"1986",1
"9342","GHA","PCM","E","Final","ktoe","Industrial electric motors","MD","phi.u",NA,"1986",1
"9343","GHA","PCM","E","Final","ktoe","Tractors","MD","phi.u",NA,"1986",1
"9344","GHA","PCM","E","Final","ktoe","Boat engines","MD","phi.u",NA,"1986",1
"9345","GHA","PCM","E","Final","ktoe","Diesel trains","MD","phi.u",NA,"1986",1
"9346","GHA","PCM","E","Final","ktoe","Commercial electric motors","MD","phi.u",NA,"1986",1
"9347","GHA","PCM","E","Final","ktoe","Airplanes","MD","phi.u",NA,"1986",1
"9348","GHA","PCM","E","Final","ktoe","Other appliances","MD","phi.u",NA,"1986",1
"9349","GHA","PCM","E","Final","ktoe","Electric cars","MD","phi.u",NA,"1986",1
"9350","GHA","PCM","E","Final","ktoe","Fan","KE","phi.u",NA,"1986",1
"9351","GHA","PCM","E","Final","ktoe","Electric lights","Light","phi.u",NA,"1986",1
"9352","GHA","PCM","E","Final","ktoe","Television","Light","phi.u",NA,"1986",1
"9353","GHA","PCM","E","Final","ktoe","Industrial electric heaters","HTH.600.C","phi.u",NA,"1986",0.658535188684648
"9354","GHA","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","phi.u",NA,"1986",0.658535188684648
"9355","GHA","PCM","E","Final","ktoe","Industrial electric heaters","MTH.200.C","phi.u",NA,"1986",0.369861566099546
"9356","GHA","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.200.C","phi.u",NA,"1986",0.369861566099546
"9357","GHA","PCM","E","Final","ktoe","Iron","MTH.200.C","phi.u",NA,"1986",0.369861566099546
"9358","GHA","PCM","E","Final","ktoe","Wood stoves","MTH.100.C","phi.u",NA,"1986",0.200991558354549
"9359","GHA","PCM","E","Final","ktoe","Charcoal stoves","MTH.100.C","phi.u",NA,"1986",0.200991558354549
"9360","GHA","PCM","E","Final","ktoe","Kerosene stoves","MTH.100.C","phi.u",NA,"1986",0.200991558354549
"9361","GHA","PCM","E","Final","ktoe","LPG stoves","MTH.100.C","phi.u",NA,"1986",0.200991558354549
"9362","GHA","PCM","E","Final","ktoe","Industrial electric heaters","MTH.100.C","phi.u",NA,"1986",0.200991558354549
"9363","GHA","PCM","E","Final","ktoe","Commercial electric heaters","MTH.100.C","phi.u",NA,"1986",0.200991558354549
"9364","GHA","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","phi.u",NA,"1986",0.200991558354549
"9365","GHA","PCM","E","Final","ktoe","Refrigerators","LTH.-10.C","phi.u",NA,"1986",0.117390575213819
"9366","GHA","PCM","E","Final","ktoe","Non-energy","Bitumen","phi.u",NA,"1986",1
"9367","GHA","PCM","E","Final","ktoe","Non-energy","Crude oil","phi.u",NA,"1986",1
"9368","GHA","PCM","E","Final","ktoe","Non-energy","Lubricants","phi.u",NA,"1986",1
"9369","GHA","PCM","E","Final","ktoe","Non-energy","Other oil products","phi.u",NA,"1986",1
"9370","MEX","PCM","E","Final","ktoe","Petrol cars","MD","phi.u",NA,"1986",1
"9371","MEX","PCM","E","Final","ktoe","Industry static diesel engines","MD","phi.u",NA,"1986",1
"9372","MEX","PCM","E","Final","ktoe","Diesel cars","MD","phi.u",NA,"1986",1
"9373","MEX","PCM","E","Final","ktoe","Industrial electric motors","MD","phi.u",NA,"1986",1
"9374","MEX","PCM","E","Final","ktoe","Boat engines","MD","phi.u",NA,"1986",1
"9375","MEX","PCM","E","Final","ktoe","Diesel trains","MD","phi.u",NA,"1986",1
"9376","MEX","PCM","E","Final","ktoe","Electric trains","MD","phi.u",NA,"1986",1
"9377","MEX","PCM","E","Final","ktoe","Airplanes","MD","phi.u",NA,"1986",1
"9378","MEX","PCM","E","Final","ktoe","Electric lights","Light","phi.u",NA,"1986",1
"9379","MEX","PCM","E","Final","ktoe","Coal/Oil Light","Light","phi.u",NA,"1986",1
"9380","MEX","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","phi.u",NA,"1986",0.658535188684648
"9381","MEX","PCM","E","Final","ktoe","Industrial electric heaters","HTH.600.C","phi.u",NA,"1986",0.658535188684648
"9382","MEX","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.360.C","phi.u",NA,"1986",0.529100529100529
"9383","MEX","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.80.C","phi.u",NA,"1986",0.155741186464675
"9384","MEX","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.80.C","phi.u",NA,"1986",0.155741186464675
"9385","MEX","PCM","E","Final","ktoe","Commercial heat/furnace","LTH.80.C","phi.u",NA,"1986",0.155741186464675
"9386","MEX","PCM","E","Final","ktoe","Industrial electric heaters","LTH.80.C","phi.u",NA,"1986",0.155741186464675
"9387","MEX","PCM","E","Final","ktoe","Non-energy","Bitumen","phi.u",NA,"1986",1
"9388","MEX","PCM","E","Final","ktoe","Non-energy","Coal tar","phi.u",NA,"1986",1
"9389","MEX","PCM","E","Final","ktoe","Non-energy","Coke oven coke","phi.u",NA,"1986",1
"9390","MEX","PCM","E","Final","ktoe","Non-energy","Electricity","phi.u",NA,"1986",1
"9391","MEX","PCM","E","Final","ktoe","Electrolysis machines","Electrolysis","phi.u",NA,"1986",1
"9392","MEX","PCM","E","Final","ktoe","Electronic devices","Electronics","phi.u",NA,"1986",1
"9393","MEX","PCM","E","Final","ktoe","Non-energy","Ethane","phi.u",NA,"1986",1
"9394","MEX","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","phi.u",NA,"1986",1
"9395","MEX","PCM","E","Final","ktoe","Non-energy","Lubricants","phi.u",NA,"1986",1
"9396","MEX","PCM","E","Final","ktoe","Non-energy","Naphtha","phi.u",NA,"1986",1
"9397","MEX","PCM","E","Final","ktoe","Non-energy","Natural gas [of Oil and gas extraction]","phi.u",NA,"1986",1
"9398","MEX","PCM","E","Final","ktoe","Non-energy","Other kerosene","phi.u",NA,"1986",1
"9399","MEX","PCM","E","Final","ktoe","Non-energy","Other oil products","phi.u",NA,"1986",1
"9400","MEX","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","phi.u",NA,"1986",1
"9401","PRT","PCM","E","Final","ktoe","Diesel cars","MD","phi.u",NA,"1986",1
"9402","PRT","PCM","E","Final","ktoe","Petrol cars","MD","phi.u",NA,"1986",1
"9403","PRT","PCM","E","Final","ktoe","Industrial electric motors","MD","phi.u",NA,"1986",1
"9404","PRT","PCM","E","Final","ktoe","Industry static diesel engines","MD","phi.u",NA,"1986",1
"9405","PRT","PCM","E","Final","ktoe","Airplanes","MD","phi.u",NA,"1986",1
"9406","PRT","PCM","E","Final","ktoe","Commercial electric motors","MD","phi.u",NA,"1986",1
"9407","PRT","PCM","E","Final","ktoe","Steam (coal) trains","MD","phi.u",NA,"1986",1
"9408","PRT","PCM","E","Final","ktoe","Domestic electric motors","MD","phi.u",NA,"1986",1
"9409","PRT","PCM","E","Final","ktoe","Boat engines","MD","phi.u",NA,"1986",1
"9410","PRT","PCM","E","Final","ktoe","Electric trains","MD","phi.u",NA,"1986",1
"9411","PRT","PCM","E","Final","ktoe","Natural gas vehicles","MD","phi.u",NA,"1986",1
"9412","PRT","PCM","E","Final","ktoe","Coal/Oil Light","Light","phi.u",NA,"1986",1
"9413","PRT","PCM","E","Final","ktoe","Electric lights","Light","phi.u",NA,"1986",1
"9414","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.500.C","phi.u",NA,"1986",0.614369785940633
"9415","PRT","PCM","E","Final","ktoe","Industrial electric heaters","HTH.500.C","phi.u",NA,"1986",0.614369785940633
"9416","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.150.C","phi.u",NA,"1986",0.295403521209973
"9417","PRT","PCM","E","Final","ktoe","Industrial electric heaters","MTH.150.C","phi.u",NA,"1986",0.295403521209973
"9418","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.120.C","phi.u",NA,"1986",0.241638051634236
"9419","PRT","PCM","E","Final","ktoe","Industrial electric heaters","MTH.120.C","phi.u",NA,"1986",0.241638051634236
"9420","PRT","PCM","E","Final","ktoe","Industrial electric heaters","MTH.100.C","phi.u",NA,"1986",0.200991558354549
"9421","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","phi.u",NA,"1986",0.200991558354549
"9422","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.90.C","phi.u",NA,"1986",0.178989398320253
"9423","PRT","PCM","E","Final","ktoe","Industrial electric heaters","LTH.90.C","phi.u",NA,"1986",0.178989398320253
"9424","PRT","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.50.C","phi.u",NA,"1986",0.0773634535045644
"9425","PRT","PCM","E","Final","ktoe","Commercial heat/furnace","LTH.50.C","phi.u",NA,"1986",0.0773634535045644
"9426","PRT","PCM","E","Final","ktoe","Commercial electric heaters","LTH.50.C","phi.u",NA,"1986",0.0773634535045644
"9427","PRT","PCM","E","Final","ktoe","Domestic electric heaters","LTH.50.C","phi.u",NA,"1986",0.0773634535045644
"9428","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.50.C","phi.u",NA,"1986",0.0773634535045644
"9429","PRT","PCM","E","Final","ktoe","Non-energy","Bitumen","phi.u",NA,"1986",1
"9430","PRT","PCM","E","Final","ktoe","Non-energy","Coke oven coke","phi.u",NA,"1986",1
"9431","PRT","PCM","E","Final","ktoe","Non-energy","Electricity","phi.u",NA,"1986",1
"9432","PRT","PCM","E","Final","ktoe","Non-energy","Fuel oil","phi.u",NA,"1986",1
"9433","PRT","PCM","E","Final","ktoe","Non-energy","Gas/diesel oil excl. biofuels","phi.u",NA,"1986",1
"9434","PRT","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","phi.u",NA,"1986",1
"9435","PRT","PCM","E","Final","ktoe","Non-energy","Lubricants","phi.u",NA,"1986",1
"9436","PRT","PCM","E","Final","ktoe","Non-energy","Naphtha","phi.u",NA,"1986",1
"9437","PRT","PCM","E","Final","ktoe","Non-energy","Other oil products","phi.u",NA,"1986",1
"9438","PRT","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","phi.u",NA,"1986",1
"9439","PRT","PCM","E","Final","ktoe","Non-energy","White spirit & SBP","phi.u",NA,"1986",1
"9440","World","PCM","E","Final","ktoe","Petrol cars","MD","phi.u",NA,"1986",1
"9441","World","PCM","E","Final","ktoe","Diesel cars","MD","phi.u",NA,"1986",1
"9442","World","PCM","E","Final","ktoe","Industrial electric motors","MD","phi.u",NA,"1986",1
"9443","World","PCM","E","Final","ktoe","Airplanes","MD","phi.u",NA,"1986",1
"9444","World","PCM","E","Final","ktoe","Boat engines","MD","phi.u",NA,"1986",1
"9445","World","PCM","E","Final","ktoe","Industry static diesel engines","MD","phi.u",NA,"1986",1
"9446","World","PCM","E","Final","ktoe","Tractors","MD","phi.u",NA,"1986",1
"9447","World","PCM","E","Final","ktoe","Domestic appliances","MD","phi.u",NA,"1986",1
"9448","World","PCM","E","Final","ktoe","Domestic electric motors","MD","phi.u",NA,"1986",1
"9449","World","PCM","E","Final","ktoe","Commercial electric motors","MD","phi.u",NA,"1986",1
"9450","World","PCM","E","Final","ktoe","Industry static gasoline engines","MD","phi.u",NA,"1986",1
"9451","World","PCM","E","Final","ktoe","Diesel trains","MD","phi.u",NA,"1986",1
"9452","World","PCM","E","Final","ktoe","Steam (coal) trains","MD","phi.u",NA,"1986",1
"9453","World","PCM","E","Final","ktoe","Biogasoline cars","MD","phi.u",NA,"1986",1
"9454","World","PCM","E","Final","ktoe","Natural gas vehicles","MD","phi.u",NA,"1986",1
"9455","World","PCM","E","Final","ktoe","Biodiesel cars","MD","phi.u",NA,"1986",1
"9456","World","PCM","E","Final","ktoe","Electric trains","MD","phi.u",NA,"1986",1
"9457","World","PCM","E","Final","ktoe","Electric cars","MD","phi.u",NA,"1986",1
"9458","World","PCM","E","Final","ktoe","Electric lights","Light","phi.u",NA,"1986",0.9
"9459","World","PCM","E","Final","ktoe","Industrial electric heaters","HTH.1600.C","phi.u",NA,"1986",0.840829618556976
"9460","World","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.1200.C","phi.u",NA,"1986",0.797610562400299
"9461","World","PCM","E","Final","ktoe","Industrial electric heaters","HTH.1200.C","phi.u",NA,"1986",0.797610562400299
"9462","World","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.1000.C","phi.u",NA,"1986",0.765817067902447
"9463","World","PCM","E","Final","ktoe","Industrial electric heaters","HTH.1000.C","phi.u",NA,"1986",0.765817067902447
"9464","World","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.800.C","phi.u",NA,"1986",0.72217304197922
"9465","World","PCM","E","Final","ktoe","Industrial electric heaters","HTH.800.C","phi.u",NA,"1986",0.72217304197922
"9466","World","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","phi.u",NA,"1986",0.658535188684648
"9467","World","PCM","E","Final","ktoe","Industrial electric heaters","HTH.600.C","phi.u",NA,"1986",0.658535188684648
"9468","World","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.550.C","phi.u",NA,"1986",0.637793840733767
"9469","World","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.500.C","phi.u",NA,"1986",0.614369785940633
"9470","World","PCM","E","Final","ktoe","Industrial electric heaters","HTH.500.C","phi.u",NA,"1986",0.614369785940633
"9471","World","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.200.C","phi.u",NA,"1986",0.369861566099546
"9472","World","PCM","E","Final","ktoe","Industrial electric heaters","MTH.200.C","phi.u",NA,"1986",0.369861566099546
"9473","World","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.150.C","phi.u",NA,"1986",0.295403521209973
