"","Country","Method","Energy.type","Last.stage","Unit","Machine","Eu.product","Quantity","Maximum.values","Year","eta"
"7410","World","PCM","E","Final","ktoe","Non-energy","Refinery feedstocks","eta.fu",NA,"1980",1e-06
"7411","World","PCM","E","Final","ktoe","Non-energy","Refinery gas","eta.fu",NA,"1980",1e-06
"7412","World","PCM","E","Final","ktoe","Non-energy","Sub-bituminous coal [of Coal mines]","eta.fu",NA,"1980",1e-06
"7413","World","PCM","E","Final","ktoe","Non-energy","White spirit & SBP","eta.fu",NA,"1980",1e-06
"7414","CHN","PCM","E","Final","ktoe","Industrial electric motors","MD","eta.fu",NA,"1981",0.6736
"7415","CHN","PCM","E","Final","ktoe","Diesel cars","MD","eta.fu",NA,"1981",0.215756389238528
"7416","CHN","PCM","E","Final","ktoe","Petrol cars","MD","eta.fu",NA,"1981",0.181331853468429
"7417","CHN","PCM","E","Final","ktoe","Tractors","MD","eta.fu",NA,"1981",0.107878194619264
"7418","CHN","PCM","E","Final","ktoe","Industry static diesel engines","MD","eta.fu",NA,"1981",0.2439
"7419","CHN","PCM","E","Final","ktoe","Steam (coal) trains","MD","eta.fu",NA,"1981",0.0237432525081042
"7420","CHN","PCM","E","Final","ktoe","Boat engines","MD","eta.fu",NA,"1981",0.139666191224142
"7421","CHN","PCM","E","Final","ktoe","Airplanes","MD","eta.fu",NA,"1981",0.229002307680143
"7422","CHN","PCM","E","Final","ktoe","Diesel trains","MD","eta.fu",NA,"1981",0.139666191224142
"7423","CHN","PCM","E","Final","ktoe","Electric trains","MD","eta.fu",NA,"1981",0.139666191224142
"7424","CHN","PCM","E","Final","ktoe","Electric cars","MD","eta.fu",NA,"1981",0.139666191224142
"7425","CHN","PCM","E","Final","ktoe","Biogasoline cars","MD","eta.fu",NA,"1981",0.198544121353478
"7426","CHN","PCM","E","Final","ktoe","Commercial electric motors","MD","eta.fu",NA,"1981",0.6568
"7427","CHN","PCM","E","Final","ktoe","Domestic electric motors","MD","eta.fu",NA,"1981",0.6336
"7428","CHN","PCM","E","Final","ktoe","Biodiesel cars","MD","eta.fu",NA,"1981",0.198544121353478
"7429","CHN","PCM","E","Final","ktoe","Industry static gas engines","MD","eta.fu",NA,"1981",0.2439
"7430","CHN","PCM","E","Final","ktoe","Steam (coal) boats","MD","eta.fu",NA,"1981",0.0237432525081042
"7431","CHN","PCM","E","Final","ktoe","Electric lights","Light","eta.fu",NA,"1981",0.0337750000000007
"7432","CHN","PCM","E","Final","ktoe","Town gas light","Light","eta.fu",NA,"1981",0.0101
"7433","CHN","PCM","E","Final","ktoe","Coal/Oil Light","Light","eta.fu",NA,"1981",0.0275991625287524
"7434","CHN","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","eta.fu",NA,"1981",0.257845825434826
"7435","CHN","PCM","E","Final","ktoe","Heat T assignment","HTH.600.C","eta.fu",NA,"1981",1
"7436","CHN","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.200.C","eta.fu",NA,"1981",0.257845825434826
"7437","CHN","PCM","E","Final","ktoe","Industrial electric heaters","MTH.200.C","eta.fu",NA,"1981",0.257845825434826
"7438","CHN","PCM","E","Final","ktoe","Heat T assignment","MTH.200.C","eta.fu",NA,"1981",1
"7439","CHN","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","eta.fu",NA,"1981",0.552648
"7440","CHN","PCM","E","Final","ktoe","Industrial electric heaters","MTH.100.C","eta.fu",NA,"1981",0.25
"7441","CHN","PCM","E","Final","ktoe","Heat T assignment","MTH.100.C","eta.fu",NA,"1981",1
"7442","CHN","PCM","E","Final","ktoe","Commercial electric heaters","MTH.100.C","eta.fu",NA,"1981",0.25
"7443","CHN","PCM","E","Final","ktoe","Domestic electric heaters","MTH.100.C","eta.fu",NA,"1981",0.25
"7444","CHN","PCM","E","Final","ktoe","Domestic electric heaters","LTH.50.C","eta.fu",NA,"1981",0.6736
"7445","CHN","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.20.C","eta.fu",NA,"1981",0.7
"7446","CHN","PCM","E","Final","ktoe","Air conditioners","LTH.20.C","eta.fu",NA,"1981",0.6336
"7447","CHN","PCM","E","Final","ktoe","Commercial heat/furnace","LTH.20.C","eta.fu",NA,"1981",0.7
"7448","CHN","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.20.C","eta.fu",NA,"1981",0.7
"7449","CHN","PCM","E","Final","ktoe","Domestic electric heaters","LTH.20.C","eta.fu",NA,"1981",0.7
"7450","CHN","PCM","E","Final","ktoe","Heat T assignment","LTH.20.C","eta.fu",NA,"1981",0.0428970366707388
"7451","CHN","PCM","E","Final","ktoe","Commercial electric heaters","LTH.20.C","eta.fu",NA,"1981",0.6736
"7452","CHN","PCM","E","Final","ktoe","Refrigerators","LTH.0.C","eta.fu",NA,"1981",0.6336
"7453","CHN","PCM","E","Final","ktoe","Non-energy","Bitumen","eta.fu",NA,"1981",1e-06
"7454","CHN","PCM","E","Final","ktoe","Non-energy","Coal tar","eta.fu",NA,"1981",1e-06
"7455","CHN","PCM","E","Final","ktoe","Non-energy","Coke oven coke","eta.fu",NA,"1981",1e-06
"7456","CHN","PCM","E","Final","ktoe","Non-energy","Coke oven gas","eta.fu",NA,"1981",1e-06
"7457","CHN","PCM","E","Final","ktoe","Non-energy","Coking coal [of Coal mines]","eta.fu",NA,"1981",1e-06
"7458","CHN","PCM","E","Final","ktoe","Non-energy","Crude oil [of Oil and gas extraction]","eta.fu",NA,"1981",1e-06
"7459","CHN","PCM","E","Final","ktoe","Non-energy","Electricity","eta.fu",NA,"1981",1e-06
"7460","CHN","PCM","E","Final","ktoe","Electrolytic machines","Electrolysis","eta.fu",NA,"1981",0.8
"7461","CHN","PCM","E","Final","ktoe","Electronic devices","Electronics","eta.fu",NA,"1981",0.8
"7462","CHN","PCM","E","Final","ktoe","Non-energy","Fuel oil","eta.fu",NA,"1981",1e-06
"7463","CHN","PCM","E","Final","ktoe","Non-energy","Gas/diesel oil excl. biofuels","eta.fu",NA,"1981",1e-06
"7464","CHN","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","eta.fu",NA,"1981",1e-06
"7465","CHN","PCM","E","Final","ktoe","Non-energy","Lubricants","eta.fu",NA,"1981",1e-06
"7466","CHN","PCM","E","Final","ktoe","Non-energy","Motor gasoline excl. biofuels","eta.fu",NA,"1981",1e-06
"7467","CHN","PCM","E","Final","ktoe","Non-energy","Naphtha","eta.fu",NA,"1981",1e-06
"7468","CHN","PCM","E","Final","ktoe","Non-energy","Natural gas [of Oil and gas extraction]","eta.fu",NA,"1981",1e-06
"7469","CHN","PCM","E","Final","ktoe","Non-energy","Other bituminous coal [of Coal mines]","eta.fu",NA,"1981",1e-06
"7470","CHN","PCM","E","Final","ktoe","Non-energy","Other kerosene","eta.fu",NA,"1981",1e-06
"7471","CHN","PCM","E","Final","ktoe","Non-energy","Other oil products","eta.fu",NA,"1981",1e-06
"7472","CHN","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","eta.fu",NA,"1981",1e-06
"7473","CHN","PCM","E","Final","ktoe","Non-energy","Patent fuel","eta.fu",NA,"1981",1e-06
"7474","CHN","PCM","E","Final","ktoe","Non-energy","Petroleum coke","eta.fu",NA,"1981",1e-06
"7475","CHN","PCM","E","Final","ktoe","Non-energy","Refinery gas","eta.fu",NA,"1981",1e-06
"7476","CHN","PCM","E","Final","ktoe","Non-energy","White spirit & SBP","eta.fu",NA,"1981",1e-06
"7477","ESP","PCM","E","Final","ktoe","Diesel cars","MD","eta.fu",NA,"1981",0.197066673397234
"7478","ESP","PCM","E","Final","ktoe","Petrol cars","MD","eta.fu",NA,"1981",0.157653338717787
"7479","ESP","PCM","E","Final","ktoe","Boat engines","MD","eta.fu",NA,"1981",0.13917865347379
"7480","ESP","PCM","E","Final","ktoe","Diesel trains","MD","eta.fu",NA,"1981",0.13917865347379
"7481","ESP","PCM","E","Final","ktoe","Steam (coal) trains","MD","eta.fu",NA,"1981",0.0229807040869557
"7482","ESP","PCM","E","Final","ktoe","Domestic appliances","MD","eta.fu",NA,"1981",0.697196159647326
"7483","ESP","PCM","E","Final","ktoe","Industrial electric motors","MD","eta.fu",NA,"1981",0.8275
"7484","ESP","PCM","E","Final","ktoe","Tractors","MD","eta.fu",NA,"1981",0.0985333366986169
"7485","ESP","PCM","E","Final","ktoe","Airplanes","MD","eta.fu",NA,"1981",0.193072481062017
"7486","ESP","PCM","E","Final","ktoe","Commercial electric motors","MD","eta.fu",NA,"1981",0.81375
"7487","ESP","PCM","E","Final","ktoe","Domestic electric motors","MD","eta.fu",NA,"1981",0.71375
"7488","ESP","PCM","E","Final","ktoe","Biodiesel cars","MD","eta.fu",NA,"1981",0.17736000605751
"7489","ESP","PCM","E","Final","ktoe","Industry static diesel engines","MD","eta.fu",NA,"1981",0.261
"7490","ESP","PCM","E","Final","ktoe","Steam boats","MD","eta.fu",NA,"1981",0.0229807040869557
"7491","ESP","PCM","E","Final","ktoe","Electric trains","MD","eta.fu",NA,"1981",0.13518061227621
"7492","ESP","PCM","E","Final","ktoe","Mining engines","MD","eta.fu",NA,"1981",0.261
"7493","ESP","PCM","E","Final","ktoe","Natural gas vehicles","MD","eta.fu",NA,"1981",0.197066673397234
"7494","ESP","PCM","E","Final","ktoe","Biogasoline cars","MD","eta.fu",NA,"1981",0.157653338717787
"7495","ESP","PCM","E","Final","ktoe","Electric cars","MD","eta.fu",NA,"1981",0.13518061227621
"7496","ESP","PCM","E","Final","ktoe","Electric lights","Light","eta.fu",NA,"1981",0.0252749633967789
"7497","ESP","PCM","E","Final","ktoe","Industrial electric heaters","HTH.1600.C","eta.fu",NA,"1981",0.126432285878809
"7498","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.1200.C","eta.fu",NA,"1981",0.411628798869347
"7499","ESP","PCM","E","Final","ktoe","Industrial electric heaters","HTH.1200.C","eta.fu",NA,"1981",0.126432285878809
"7500","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.1000.C","eta.fu",NA,"1981",0.411628798869347
"7501","ESP","PCM","E","Final","ktoe","Industrial electric heaters","HTH.1000.C","eta.fu",NA,"1981",0.126432285878809
"7502","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.800.C","eta.fu",NA,"1981",0.411628798869347
"7503","ESP","PCM","E","Final","ktoe","Industrial electric heaters","HTH.800.C","eta.fu",NA,"1981",0.126432285878809
"7504","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","eta.fu",NA,"1981",0.411628798869347
"7505","ESP","PCM","E","Final","ktoe","Industrial electric heaters","HTH.600.C","eta.fu",NA,"1981",0.126432285878809
"7506","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.200.C","eta.fu",NA,"1981",0.411628798869347
"7507","ESP","PCM","E","Final","ktoe","Industrial electric heaters","MTH.200.C","eta.fu",NA,"1981",0.126432285878809
"7508","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","eta.fu",NA,"1981",0.897254399512762
"7509","ESP","PCM","E","Final","ktoe","Industrial electric heaters","MTH.100.C","eta.fu",NA,"1981",0.895563949103633
"7510","ESP","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.20.C","eta.fu",NA,"1981",0.567
"7511","ESP","PCM","E","Final","ktoe","Commercial heat/furnace","LTH.20.C","eta.fu",NA,"1981",0.567
"7512","ESP","PCM","E","Final","ktoe","Domestic electric heaters","LTH.20.C","eta.fu",NA,"1981",0.567
"7513","ESP","PCM","E","Final","ktoe","Commercial electric heaters","LTH.20.C","eta.fu",NA,"1981",0.567
"7514","ESP","PCM","E","Final","ktoe","Non-energy","Biogases","eta.fu",NA,"1981",1e-06
"7515","ESP","PCM","E","Final","ktoe","Non-energy","Bitumen","eta.fu",NA,"1981",1e-06
"7516","ESP","PCM","E","Final","ktoe","Non-energy","Coal tar","eta.fu",NA,"1981",1e-06
"7517","ESP","PCM","E","Final","ktoe","Non-energy","Electricity","eta.fu",NA,"1981",1e-06
"7518","ESP","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","eta.fu",NA,"1981",1e-06
"7519","ESP","PCM","E","Final","ktoe","Air conditioners","LTC.15.C","eta.fu",NA,"1981",0.777499999999999
"7520","ESP","PCM","E","Final","ktoe","Non-energy","Lubricants","eta.fu",NA,"1981",1e-06
"7521","ESP","PCM","E","Final","ktoe","Non-energy","Naphtha","eta.fu",NA,"1981",1e-06
"7522","ESP","PCM","E","Final","ktoe","Non-energy","Natural gas [of Oil and gas extraction]","eta.fu",NA,"1981",1e-06
"7523","ESP","PCM","E","Final","ktoe","Non-energy","Other bituminous coal [of Coal mines]","eta.fu",NA,"1981",1e-06
"7524","ESP","PCM","E","Final","ktoe","Non-energy","Other oil products","eta.fu",NA,"1981",1e-06
"7525","ESP","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","eta.fu",NA,"1981",1e-06
"7526","ESP","PCM","E","Final","ktoe","Non-energy","Petroleum coke","eta.fu",NA,"1981",1e-06
"7527","ESP","PCM","E","Final","ktoe","Non-energy","Primary solid biofuels","eta.fu",NA,"1981",1e-06
"7528","ESP","PCM","E","Final","ktoe","Non-energy","Solar thermal","eta.fu",NA,"1981",1e-06
"7529","ESP","PCM","E","Final","ktoe","Non-energy","White spirit & SBP","eta.fu",NA,"1981",1e-06
"7530","GBR","PCM","E","Final","ktoe","Diesel cars","MD","eta.fu",NA,"1981",0.112218266250449
"7531","GBR","PCM","E","Final","ktoe","Petrol cars","MD","eta.fu",NA,"1981",0.166435193767727
"7532","GBR","PCM","E","Final","ktoe","Industry static diesel engines","MD","eta.fu",NA,"1981",0.271
"7533","GBR","PCM","E","Final","ktoe","Steam (coal) trains","MD","eta.fu",NA,"1981",0.0236553758634685
"7534","GBR","PCM","E","Final","ktoe","Industrial electric motors","MD","eta.fu",NA,"1981",0.769993000000001
"7535","GBR","PCM","E","Final","ktoe","Domestic appliances","MD","eta.fu",NA,"1981",0.9
"7536","GBR","PCM","E","Final","ktoe","Commercial electric motors","MD","eta.fu",NA,"1981",0.769993000000001
"7537","GBR","PCM","E","Final","ktoe","Airplanes","MD","eta.fu",NA,"1981",0.211352297381426
"7538","GBR","PCM","E","Final","ktoe","Domestic electric motors","MD","eta.fu",NA,"1981",0.842
"7539","GBR","PCM","E","Final","ktoe","Boat engines","MD","eta.fu",NA,"1981",0.141638180308831
"7540","GBR","PCM","E","Final","ktoe","Biodiesel cars","MD","eta.fu",NA,"1981",0.139326730009088
"7541","GBR","PCM","E","Final","ktoe","Diesel trains","MD","eta.fu",NA,"1981",0.141638180308831
"7542","GBR","PCM","E","Final","ktoe","Tractors","MD","eta.fu",NA,"1981",0.0561091331252244
"7543","GBR","PCM","E","Final","ktoe","Electric cars","MD","eta.fu",NA,"1981",0.769993000000001
"7544","GBR","PCM","E","Final","ktoe","Electric trains","MD","eta.fu",NA,"1981",0.140673429038168
"7545","GBR","PCM","E","Final","ktoe","Lighting town gas","Light","eta.fu",NA,"1981",0.00177159590043924
"7546","GBR","PCM","E","Final","ktoe","Electric lights","Light","eta.fu",NA,"1981",0.0291478770131772
"7547","GBR","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","eta.fu",NA,"1981",0.302227198429342
"7548","GBR","PCM","E","Final","ktoe","Heat T assignment","HTH.600.C","eta.fu",NA,"1981",1
"7549","GBR","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.200.C","eta.fu",NA,"1981",0.302227198429342
"7550","GBR","PCM","E","Final","ktoe","Industrial electric heaters","MTH.200.C","eta.fu",NA,"1981",0.402134855210315
"7551","GBR","PCM","E","Final","ktoe","Commercial electric heaters","MTH.200.C","eta.fu",NA,"1981",0.402134855210315
"7552","GBR","PCM","E","Final","ktoe","Heat T assignment","MTH.200.C","eta.fu",NA,"1981",1
"7553","GBR","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","eta.fu",NA,"1981",0.688038
"7554","GBR","PCM","E","Final","ktoe","Heat T assignment","MTH.100.C","eta.fu",NA,"1981",1
"7555","GBR","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.20.C","eta.fu",NA,"1981",0.688038
"7556","GBR","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.20.C","eta.fu",NA,"1981",0.688038
"7557","GBR","PCM","E","Final","ktoe","Domestic electric heaters","LTH.20.C","eta.fu",NA,"1981",0.842
"7558","GBR","PCM","E","Final","ktoe","Heat T assignment","LTH.20.C","eta.fu",NA,"1981",1
"7559","GBR","PCM","E","Final","ktoe","Non-energy","Bitumen","eta.fu",NA,"1981",1e-06
"7560","GBR","PCM","E","Final","ktoe","Non-energy","Coal tar","eta.fu",NA,"1981",1e-06
"7561","GBR","PCM","E","Final","ktoe","Non-energy","Electricity","eta.fu",NA,"1981",1e-06
"7562","GBR","PCM","E","Final","ktoe","Non-energy","Ethane","eta.fu",NA,"1981",1e-06
"7563","GBR","PCM","E","Final","ktoe","Non-energy","Fuel oil","eta.fu",NA,"1981",1e-06
"7564","GBR","PCM","E","Final","ktoe","Non-energy","Gas/diesel oil excl. biofuels","eta.fu",NA,"1981",1e-06
"7565","GBR","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","eta.fu",NA,"1981",1e-06
"7566","GBR","PCM","E","Final","ktoe","Non-energy","Lubricants","eta.fu",NA,"1981",1e-06
"7567","GBR","PCM","E","Final","ktoe","Non-energy","Naphtha","eta.fu",NA,"1981",1e-06
"7568","GBR","PCM","E","Final","ktoe","Non-energy","Natural gas [of Oil and gas extraction]","eta.fu",NA,"1981",1e-06
"7569","GBR","PCM","E","Final","ktoe","Non-energy","Other oil products","eta.fu",NA,"1981",1e-06
"7570","GBR","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","eta.fu",NA,"1981",1e-06
"7571","GBR","PCM","E","Final","ktoe","Non-energy","Petroleum coke","eta.fu",NA,"1981",1e-06
"7572","GBR","PCM","E","Final","ktoe","Non-energy","Refinery gas","eta.fu",NA,"1981",1e-06
"7573","GBR","PCM","E","Final","ktoe","Non-energy","White spirit & SBP","eta.fu",NA,"1981",1e-06
"7574","GHA","PCM","E","Final","ktoe","Petrol cars","MD","eta.fu",NA,"1981",0.158406785841539
"7575","GHA","PCM","E","Final","ktoe","Diesel cars","MD","eta.fu",NA,"1981",0.109964436939737
"7576","GHA","PCM","E","Final","ktoe","Industry static diesel engines","MD","eta.fu",NA,"1981",0.261
"7577","GHA","PCM","E","Final","ktoe","Industrial electric motors","MD","eta.fu",NA,"1981",0.736663
"7578","GHA","PCM","E","Final","ktoe","Tractors","MD","eta.fu",NA,"1981",0.0549822184698684
"7579","GHA","PCM","E","Final","ktoe","Boat engines","MD","eta.fu",NA,"1981",0.131853702262786
"7580","GHA","PCM","E","Final","ktoe","Diesel trains","MD","eta.fu",NA,"1981",0.131853702262786
"7581","GHA","PCM","E","Final","ktoe","Commercial electric motors","MD","eta.fu",NA,"1981",0.736663
"7582","GHA","PCM","E","Final","ktoe","Airplanes","MD","eta.fu",NA,"1981",0.206369815874751
"7583","GHA","PCM","E","Final","ktoe","Other appliances","MD","eta.fu",NA,"1981",0.736663
"7584","GHA","PCM","E","Final","ktoe","Electric cars","MD","eta.fu",NA,"1981",0.140673429038168
"7585","GHA","PCM","E","Final","ktoe","Fan","KE","eta.fu",NA,"1981",0.10823271
"7586","GHA","PCM","E","Final","ktoe","Electric lights","Light","eta.fu",NA,"1981",0.0291478770131772
"7587","GHA","PCM","E","Final","ktoe","Television","Light","eta.fu",NA,"1981",0.001067720776526
"7588","GHA","PCM","E","Final","ktoe","Industrial electric heaters","HTH.600.C","eta.fu",NA,"1981",0.822
"7589","GHA","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","eta.fu",NA,"1981",0.348033858794222
"7590","GHA","PCM","E","Final","ktoe","Industrial electric heaters","MTH.200.C","eta.fu",NA,"1981",0.822
"7591","GHA","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.200.C","eta.fu",NA,"1981",0.348033858794222
"7592","GHA","PCM","E","Final","ktoe","Iron","MTH.200.C","eta.fu",NA,"1981",0.822
"7593","GHA","PCM","E","Final","ktoe","Wood stoves","MTH.100.C","eta.fu",NA,"1981",0.14
"7594","GHA","PCM","E","Final","ktoe","Charcoal stoves","MTH.100.C","eta.fu",NA,"1981",0.18
"7595","GHA","PCM","E","Final","ktoe","Kerosene stoves","MTH.100.C","eta.fu",NA,"1981",0.35
"7596","GHA","PCM","E","Final","ktoe","LPG stoves","MTH.100.C","eta.fu",NA,"1981",0.45
"7597","GHA","PCM","E","Final","ktoe","Industrial electric heaters","MTH.100.C","eta.fu",NA,"1981",0.822
"7598","GHA","PCM","E","Final","ktoe","Commercial electric heaters","MTH.100.C","eta.fu",NA,"1981",0.822
"7599","GHA","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","eta.fu",NA,"1981",0.897254399512762
"7600","GHA","PCM","E","Final","ktoe","Refrigerators","LTH.-10.C","eta.fu",NA,"1981",0.244920634920635
"7601","GHA","PCM","E","Final","ktoe","Non-energy","Bitumen","eta.fu",NA,"1981",1e-06
"7602","GHA","PCM","E","Final","ktoe","Non-energy","Crude oil","eta.fu",NA,"1981",1e-06
"7603","GHA","PCM","E","Final","ktoe","Non-energy","Lubricants","eta.fu",NA,"1981",1e-06
"7604","GHA","PCM","E","Final","ktoe","Non-energy","Other oil products","eta.fu",NA,"1981",1e-06
"7605","MEX","PCM","E","Final","ktoe","Petrol cars","MD","eta.fu",NA,"1981",0.573640454995871
"7606","MEX","PCM","E","Final","ktoe","Industry static diesel engines","MD","eta.fu",NA,"1981",0.561786529006392
"7607","MEX","PCM","E","Final","ktoe","Diesel cars","MD","eta.fu",NA,"1981",0.573640454995871
"7608","MEX","PCM","E","Final","ktoe","Industrial electric motors","MD","eta.fu",NA,"1981",0.634335234818044
"7609","MEX","PCM","E","Final","ktoe","Boat engines","MD","eta.fu",NA,"1981",0.368137513665761
"7610","MEX","PCM","E","Final","ktoe","Diesel trains","MD","eta.fu",NA,"1981",0.311254811472931
"7611","MEX","PCM","E","Final","ktoe","Electric trains","MD","eta.fu",NA,"1981",0.80094
"7612","MEX","PCM","E","Final","ktoe","Airplanes","MD","eta.fu",NA,"1981",0.262
"7613","MEX","PCM","E","Final","ktoe","Electric lights","Light","eta.fu",NA,"1981",0.08617
"7614","MEX","PCM","E","Final","ktoe","Coal/Oil Light","Light","eta.fu",NA,"1981",0.0275991625287524
"7615","MEX","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","eta.fu",NA,"1981",0.347541630868036
"7616","MEX","PCM","E","Final","ktoe","Industrial electric heaters","HTH.600.C","eta.fu",NA,"1981",0.87
"7617","MEX","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.360.C","eta.fu",NA,"1981",0.155199891763419
"7618","MEX","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.80.C","eta.fu",NA,"1981",0.173571241535673
"7619","MEX","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.80.C","eta.fu",NA,"1981",0.174449841372675
"7620","MEX","PCM","E","Final","ktoe","Commercial heat/furnace","LTH.80.C","eta.fu",NA,"1981",0.173571241535673
"7621","MEX","PCM","E","Final","ktoe","Industrial electric heaters","LTH.80.C","eta.fu",NA,"1981",0.87
"7622","MEX","PCM","E","Final","ktoe","Non-energy","Bitumen","eta.fu",NA,"1981",1e-06
"7623","MEX","PCM","E","Final","ktoe","Non-energy","Coal tar","eta.fu",NA,"1981",1e-06
"7624","MEX","PCM","E","Final","ktoe","Non-energy","Coke oven coke","eta.fu",NA,"1981",1e-06
"7625","MEX","PCM","E","Final","ktoe","Non-energy","Electricity","eta.fu",NA,"1981",1e-06
"7626","MEX","PCM","E","Final","ktoe","Electrolysis machines","Electrolysis","eta.fu",NA,"1981",0.569954136560988
"7627","MEX","PCM","E","Final","ktoe","Electronic devices","Electronics","eta.fu",NA,"1981",0.00012
"7628","MEX","PCM","E","Final","ktoe","Non-energy","Ethane","eta.fu",NA,"1981",1e-06
"7629","MEX","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","eta.fu",NA,"1981",1e-06
"7630","MEX","PCM","E","Final","ktoe","Non-energy","Lubricants","eta.fu",NA,"1981",1e-06
"7631","MEX","PCM","E","Final","ktoe","Non-energy","Naphtha","eta.fu",NA,"1981",1e-06
"7632","MEX","PCM","E","Final","ktoe","Non-energy","Natural gas [of Oil and gas extraction]","eta.fu",NA,"1981",1e-06
"7633","MEX","PCM","E","Final","ktoe","Non-energy","Other kerosene","eta.fu",NA,"1981",1e-06
"7634","MEX","PCM","E","Final","ktoe","Non-energy","Other oil products","eta.fu",NA,"1981",1e-06
"7635","MEX","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","eta.fu",NA,"1981",1e-06
"7636","PRT","PCM","E","Final","ktoe","Diesel cars","MD","eta.fu",NA,"1981",0.123107621742713
"7637","PRT","PCM","E","Final","ktoe","Petrol cars","MD","eta.fu",NA,"1981",0.0984860973941704
"7638","PRT","PCM","E","Final","ktoe","Industrial electric motors","MD","eta.fu",NA,"1981",0.803
"7639","PRT","PCM","E","Final","ktoe","Industry static diesel engines","MD","eta.fu",NA,"1981",0.351830656790328
"7640","PRT","PCM","E","Final","ktoe","Airplanes","MD","eta.fu",NA,"1981",0.204
"7641","PRT","PCM","E","Final","ktoe","Commercial electric motors","MD","eta.fu",NA,"1981",0.803
"7642","PRT","PCM","E","Final","ktoe","Steam (coal) trains","MD","eta.fu",NA,"1981",0.066
"7643","PRT","PCM","E","Final","ktoe","Domestic electric motors","MD","eta.fu",NA,"1981",0.803
"7644","PRT","PCM","E","Final","ktoe","Boat engines","MD","eta.fu",NA,"1981",0.351830656790328
"7645","PRT","PCM","E","Final","ktoe","Electric trains","MD","eta.fu",NA,"1981",0.282344102074238
"7646","PRT","PCM","E","Final","ktoe","Natural gas vehicles","MD","eta.fu",NA,"1981",0.08
"7647","PRT","PCM","E","Final","ktoe","Coal/Oil Light","Light","eta.fu",NA,"1981",0.0275991625287524
"7648","PRT","PCM","E","Final","ktoe","Electric lights","Light","eta.fu",NA,"1981",0.028
"7649","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.500.C","eta.fu",NA,"1981",0.644795817269165
"7650","PRT","PCM","E","Final","ktoe","Industrial electric heaters","HTH.500.C","eta.fu",NA,"1981",1
"7651","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.150.C","eta.fu",NA,"1981",0.644579727319046
"7652","PRT","PCM","E","Final","ktoe","Industrial electric heaters","MTH.150.C","eta.fu",NA,"1981",1
"7653","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.120.C","eta.fu",NA,"1981",0.644493463664272
"7654","PRT","PCM","E","Final","ktoe","Industrial electric heaters","MTH.120.C","eta.fu",NA,"1981",1
"7655","PRT","PCM","E","Final","ktoe","Industrial electric heaters","MTH.100.C","eta.fu",NA,"1981",1
"7656","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","eta.fu",NA,"1981",0.644337161859477
"7657","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.90.C","eta.fu",NA,"1981",0.644337161859477
"7658","PRT","PCM","E","Final","ktoe","Industrial electric heaters","LTH.90.C","eta.fu",NA,"1981",1
"7659","PRT","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.50.C","eta.fu",NA,"1981",0.529426169910582
"7660","PRT","PCM","E","Final","ktoe","Commercial heat/furnace","LTH.50.C","eta.fu",NA,"1981",0.529426169910582
"7661","PRT","PCM","E","Final","ktoe","Commercial electric heaters","LTH.50.C","eta.fu",NA,"1981",1
