"","Country","Method","Energy.type","Last.stage","Unit","Machine","Eu.product","Quantity","Maximum.values","Year","eta"
"1","CHN","PCM","E","Final","ktoe","Industrial electric motors","MD","eta.fu",NA,"1960",NA
"2","CHN","PCM","E","Final","ktoe","Diesel cars","MD","eta.fu",NA,"1960",NA
"3","CHN","PCM","E","Final","ktoe","Petrol cars","MD","eta.fu",NA,"1960",NA
"4","CHN","PCM","E","Final","ktoe","Tractors","MD","eta.fu",NA,"1960",NA
"5","CHN","PCM","E","Final","ktoe","Industry static diesel engines","MD","eta.fu",NA,"1960",NA
"6","CHN","PCM","E","Final","ktoe","Steam (coal) trains","MD","eta.fu",NA,"1960",NA
"7","CHN","PCM","E","Final","ktoe","Boat engines","MD","eta.fu",NA,"1960",NA
"8","CHN","PCM","E","Final","ktoe","Airplanes","MD","eta.fu",NA,"1960",NA
"9","CHN","PCM","E","Final","ktoe","Diesel trains","MD","eta.fu",NA,"1960",NA
"10","CHN","PCM","E","Final","ktoe","Electric trains","MD","eta.fu",NA,"1960",NA
"11","CHN","PCM","E","Final","ktoe","Electric cars","MD","eta.fu",NA,"1960",NA
"12","CHN","PCM","E","Final","ktoe","Biogasoline cars","MD","eta.fu",NA,"1960",NA
"13","CHN","PCM","E","Final","ktoe","Commercial electric motors","MD","eta.fu",NA,"1960",NA
"14","CHN","PCM","E","Final","ktoe","Domestic electric motors","MD","eta.fu",NA,"1960",NA
"15","CHN","PCM","E","Final","ktoe","Biodiesel cars","MD","eta.fu",NA,"1960",NA
"16","CHN","PCM","E","Final","ktoe","Industry static gas engines","MD","eta.fu",NA,"1960",NA
"17","CHN","PCM","E","Final","ktoe","Steam (coal) boats","MD","eta.fu",NA,"1960",NA
"18","CHN","PCM","E","Final","ktoe","Electric lights","Light","eta.fu",NA,"1960",NA
"19","CHN","PCM","E","Final","ktoe","Town gas light","Light","eta.fu",NA,"1960",NA
"20","CHN","PCM","E","Final","ktoe","Coal/Oil Light","Light","eta.fu",NA,"1960",NA
"21","CHN","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","eta.fu",NA,"1960",NA
"22","CHN","PCM","E","Final","ktoe","Heat T assignment","HTH.600.C","eta.fu",NA,"1960",NA
"23","CHN","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.200.C","eta.fu",NA,"1960",NA
"24","CHN","PCM","E","Final","ktoe","Industrial electric heaters","MTH.200.C","eta.fu",NA,"1960",NA
"25","CHN","PCM","E","Final","ktoe","Heat T assignment","MTH.200.C","eta.fu",NA,"1960",NA
"26","CHN","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","eta.fu",NA,"1960",NA
"27","CHN","PCM","E","Final","ktoe","Industrial electric heaters","MTH.100.C","eta.fu",NA,"1960",NA
"28","CHN","PCM","E","Final","ktoe","Heat T assignment","MTH.100.C","eta.fu",NA,"1960",NA
"29","CHN","PCM","E","Final","ktoe","Commercial electric heaters","MTH.100.C","eta.fu",NA,"1960",NA
"30","CHN","PCM","E","Final","ktoe","Domestic electric heaters","MTH.100.C","eta.fu",NA,"1960",NA
"31","CHN","PCM","E","Final","ktoe","Domestic electric heaters","LTH.50.C","eta.fu",NA,"1960",NA
"32","CHN","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.20.C","eta.fu",NA,"1960",NA
"33","CHN","PCM","E","Final","ktoe","Air conditioners","LTH.20.C","eta.fu",NA,"1960",NA
"34","CHN","PCM","E","Final","ktoe","Commercial heat/furnace","LTH.20.C","eta.fu",NA,"1960",NA
"35","CHN","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.20.C","eta.fu",NA,"1960",NA
"36","CHN","PCM","E","Final","ktoe","Domestic electric heaters","LTH.20.C","eta.fu",NA,"1960",NA
"37","CHN","PCM","E","Final","ktoe","Heat T assignment","LTH.20.C","eta.fu",NA,"1960",NA
"38","CHN","PCM","E","Final","ktoe","Commercial electric heaters","LTH.20.C","eta.fu",NA,"1960",NA
"39","CHN","PCM","E","Final","ktoe","Refrigerators","LTH.0.C","eta.fu",NA,"1960",NA
"40","CHN","PCM","E","Final","ktoe","Non-energy","Bitumen","eta.fu",NA,"1960",NA
"41","CHN","PCM","E","Final","ktoe","Non-energy","Coal tar","eta.fu",NA,"1960",NA
"42","CHN","PCM","E","Final","ktoe","Non-energy","Coke oven coke","eta.fu",NA,"1960",NA
"43","CHN","PCM","E","Final","ktoe","Non-energy","Coke oven gas","eta.fu",NA,"1960",NA
"44","CHN","PCM","E","Final","ktoe","Non-energy","Coking coal [of Coal mines]","eta.fu",NA,"1960",NA
"45","CHN","PCM","E","Final","ktoe","Non-energy","Crude oil [of Oil and gas extraction]","eta.fu",NA,"1960",NA
"46","CHN","PCM","E","Final","ktoe","Non-energy","Electricity","eta.fu",NA,"1960",NA
"47","CHN","PCM","E","Final","ktoe","Electrolytic machines","Electrolysis","eta.fu",NA,"1960",NA
"48","CHN","PCM","E","Final","ktoe","Electronic devices","Electronics","eta.fu",NA,"1960",NA
"49","CHN","PCM","E","Final","ktoe","Non-energy","Fuel oil","eta.fu",NA,"1960",NA
"50","CHN","PCM","E","Final","ktoe","Non-energy","Gas/diesel oil excl. biofuels","eta.fu",NA,"1960",NA
"51","CHN","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","eta.fu",NA,"1960",NA
"52","CHN","PCM","E","Final","ktoe","Non-energy","Lubricants","eta.fu",NA,"1960",NA
"53","CHN","PCM","E","Final","ktoe","Non-energy","Motor gasoline excl. biofuels","eta.fu",NA,"1960",NA
"54","CHN","PCM","E","Final","ktoe","Non-energy","Naphtha","eta.fu",NA,"1960",NA
"55","CHN","PCM","E","Final","ktoe","Non-energy","Natural gas [of Oil and gas extraction]","eta.fu",NA,"1960",NA
"56","CHN","PCM","E","Final","ktoe","Non-energy","Other bituminous coal [of Coal mines]","eta.fu",NA,"1960",NA
"57","CHN","PCM","E","Final","ktoe","Non-energy","Other kerosene","eta.fu",NA,"1960",NA
"58","CHN","PCM","E","Final","ktoe","Non-energy","Other oil products","eta.fu",NA,"1960",NA
"59","CHN","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","eta.fu",NA,"1960",NA
"60","CHN","PCM","E","Final","ktoe","Non-energy","Patent fuel","eta.fu",NA,"1960",NA
"61","CHN","PCM","E","Final","ktoe","Non-energy","Petroleum coke","eta.fu",NA,"1960",NA
"62","CHN","PCM","E","Final","ktoe","Non-energy","Refinery gas","eta.fu",NA,"1960",NA
"63","CHN","PCM","E","Final","ktoe","Non-energy","White spirit & SBP","eta.fu",NA,"1960",NA
"64","ESP","PCM","E","Final","ktoe","Diesel cars","MD","eta.fu",NA,"1960",0.177438449044466
"65","ESP","PCM","E","Final","ktoe","Petrol cars","MD","eta.fu",NA,"1960",0.141950759235573
"66","ESP","PCM","E","Final","ktoe","Boat engines","MD","eta.fu",NA,"1960",0.111341072926503
"67","ESP","PCM","E","Final","ktoe","Diesel trains","MD","eta.fu",NA,"1960",0.111341072926503
"68","ESP","PCM","E","Final","ktoe","Steam (coal) trains","MD","eta.fu",NA,"1960",0.0219043450497675
"69","ESP","PCM","E","Final","ktoe","Domestic appliances","MD","eta.fu",NA,"1960",0.746828460054971
"70","ESP","PCM","E","Final","ktoe","Industrial electric motors","MD","eta.fu",NA,"1960",0.775
"71","ESP","PCM","E","Final","ktoe","Tractors","MD","eta.fu",NA,"1960",0.0887192245222331
"72","ESP","PCM","E","Final","ktoe","Airplanes","MD","eta.fu",NA,"1960",0.170866278883967
"73","ESP","PCM","E","Final","ktoe","Commercial electric motors","MD","eta.fu",NA,"1960",0.7875
"74","ESP","PCM","E","Final","ktoe","Domestic electric motors","MD","eta.fu",NA,"1960",0.6875
"75","ESP","PCM","E","Final","ktoe","Biodiesel cars","MD","eta.fu",NA,"1960",0.15969460414002
"76","ESP","PCM","E","Final","ktoe","Industry static diesel engines","MD","eta.fu",NA,"1960",0.24
"77","ESP","PCM","E","Final","ktoe","Steam boats","MD","eta.fu",NA,"1960",0.0219043450497675
"78","ESP","PCM","E","Final","ktoe","Electric trains","MD","eta.fu",NA,"1960",0.128849088528044
"79","ESP","PCM","E","Final","ktoe","Mining engines","MD","eta.fu",NA,"1960",0.24
"80","ESP","PCM","E","Final","ktoe","Natural gas vehicles","MD","eta.fu",NA,"1960",0.177438449044466
"81","ESP","PCM","E","Final","ktoe","Biogasoline cars","MD","eta.fu",NA,"1960",0.141950759235573
"82","ESP","PCM","E","Final","ktoe","Electric cars","MD","eta.fu",NA,"1960",0.128849088528044
"83","ESP","PCM","E","Final","ktoe","Electric lights","Light","eta.fu",NA,"1960",0.0170717423133236
"84","ESP","PCM","E","Final","ktoe","Industrial electric heaters","HTH.1600.C","eta.fu",NA,"1960",0.0653312639434995
"85","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.1200.C","eta.fu",NA,"1960",0.270960335813864
"86","ESP","PCM","E","Final","ktoe","Industrial electric heaters","HTH.1200.C","eta.fu",NA,"1960",0.0653312639434995
"87","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.1000.C","eta.fu",NA,"1960",0.270960335813864
"88","ESP","PCM","E","Final","ktoe","Industrial electric heaters","HTH.1000.C","eta.fu",NA,"1960",0.0653312639434995
"89","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.800.C","eta.fu",NA,"1960",0.270960335813864
"90","ESP","PCM","E","Final","ktoe","Industrial electric heaters","HTH.800.C","eta.fu",NA,"1960",0.0653312639434995
"91","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","eta.fu",NA,"1960",0.270960335813864
"92","ESP","PCM","E","Final","ktoe","Industrial electric heaters","HTH.600.C","eta.fu",NA,"1960",0.0653312639434995
"93","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.200.C","eta.fu",NA,"1960",0.270960335813864
"94","ESP","PCM","E","Final","ktoe","Industrial electric heaters","MTH.200.C","eta.fu",NA,"1960",0.0653312639434995
"95","ESP","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","eta.fu",NA,"1960",0.84
"96","ESP","PCM","E","Final","ktoe","Industrial electric heaters","MTH.100.C","eta.fu",NA,"1960",0.836474596112539
"97","ESP","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.20.C","eta.fu",NA,"1960",0.41
"98","ESP","PCM","E","Final","ktoe","Commercial heat/furnace","LTH.20.C","eta.fu",NA,"1960",0.41
"99","ESP","PCM","E","Final","ktoe","Domestic electric heaters","LTH.20.C","eta.fu",NA,"1960",0.41
"100","ESP","PCM","E","Final","ktoe","Commercial electric heaters","LTH.20.C","eta.fu",NA,"1960",0.41
"101","ESP","PCM","E","Final","ktoe","Non-energy","Biogases","eta.fu",NA,"1960",1e-06
"102","ESP","PCM","E","Final","ktoe","Non-energy","Bitumen","eta.fu",NA,"1960",1e-06
"103","ESP","PCM","E","Final","ktoe","Non-energy","Coal tar","eta.fu",NA,"1960",1e-06
"104","ESP","PCM","E","Final","ktoe","Non-energy","Electricity","eta.fu",NA,"1960",1e-06
"105","ESP","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","eta.fu",NA,"1960",1e-06
"106","ESP","PCM","E","Final","ktoe","Air conditioners","LTC.15.C","eta.fu",NA,"1960",0.725
"107","ESP","PCM","E","Final","ktoe","Non-energy","Lubricants","eta.fu",NA,"1960",1e-06
"108","ESP","PCM","E","Final","ktoe","Non-energy","Naphtha","eta.fu",NA,"1960",1e-06
"109","ESP","PCM","E","Final","ktoe","Non-energy","Natural gas [of Oil and gas extraction]","eta.fu",NA,"1960",1e-06
"110","ESP","PCM","E","Final","ktoe","Non-energy","Other bituminous coal [of Coal mines]","eta.fu",NA,"1960",1e-06
"111","ESP","PCM","E","Final","ktoe","Non-energy","Other oil products","eta.fu",NA,"1960",1e-06
"112","ESP","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","eta.fu",NA,"1960",1e-06
"113","ESP","PCM","E","Final","ktoe","Non-energy","Petroleum coke","eta.fu",NA,"1960",1e-06
"114","ESP","PCM","E","Final","ktoe","Non-energy","Primary solid biofuels","eta.fu",NA,"1960",1e-06
"115","ESP","PCM","E","Final","ktoe","Non-energy","Solar thermal","eta.fu",NA,"1960",1e-06
"116","ESP","PCM","E","Final","ktoe","Non-energy","White spirit & SBP","eta.fu",NA,"1960",1e-06
"117","GBR","PCM","E","Final","ktoe","Diesel cars","MD","eta.fu",NA,"1960",0.108543562082974
"118","GBR","PCM","E","Final","ktoe","Petrol cars","MD","eta.fu",NA,"1960",0.157418837377749
"119","GBR","PCM","E","Final","ktoe","Industry static diesel engines","MD","eta.fu",NA,"1960",0.25
"120","GBR","PCM","E","Final","ktoe","Steam (coal) trains","MD","eta.fu",NA,"1960",0.0203020313640331
"121","GBR","PCM","E","Final","ktoe","Industrial electric motors","MD","eta.fu",NA,"1960",0.7
"122","GBR","PCM","E","Final","ktoe","Domestic appliances","MD","eta.fu",NA,"1960",0.9
"123","GBR","PCM","E","Final","ktoe","Commercial electric motors","MD","eta.fu",NA,"1960",0.7
"124","GBR","PCM","E","Final","ktoe","Airplanes","MD","eta.fu",NA,"1960",0.200253280891303
"125","GBR","PCM","E","Final","ktoe","Domestic electric motors","MD","eta.fu",NA,"1960",0.8
"126","GBR","PCM","E","Final","ktoe","Boat engines","MD","eta.fu",NA,"1960",0.12073181102269
"127","GBR","PCM","E","Final","ktoe","Biodiesel cars","MD","eta.fu",NA,"1960",0.132981199730361
"128","GBR","PCM","E","Final","ktoe","Diesel trains","MD","eta.fu",NA,"1960",0.12073181102269
"129","GBR","PCM","E","Final","ktoe","Tractors","MD","eta.fu",NA,"1960",0.0542717810414869
"130","GBR","PCM","E","Final","ktoe","Electric cars","MD","eta.fu",NA,"1960",0.7
"131","GBR","PCM","E","Final","ktoe","Electric trains","MD","eta.fu",NA,"1960",0.140673429038168
"132","GBR","PCM","E","Final","ktoe","Lighting town gas","Light","eta.fu",NA,"1960",0.00146412884333821
"133","GBR","PCM","E","Final","ktoe","Electric lights","Light","eta.fu",NA,"1960",0.0209077598828697
"134","GBR","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","eta.fu",NA,"1960",0.220825834393637
"135","GBR","PCM","E","Final","ktoe","Heat T assignment","HTH.600.C","eta.fu",NA,"1960",1
"136","GBR","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.200.C","eta.fu",NA,"1960",0.220825834393637
"137","GBR","PCM","E","Final","ktoe","Industrial electric heaters","MTH.200.C","eta.fu",NA,"1960",0.401712111604312
"138","GBR","PCM","E","Final","ktoe","Commercial electric heaters","MTH.200.C","eta.fu",NA,"1960",0.401712111604312
"139","GBR","PCM","E","Final","ktoe","Heat T assignment","MTH.200.C","eta.fu",NA,"1960",1
"140","GBR","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","eta.fu",NA,"1960",0.5058
"141","GBR","PCM","E","Final","ktoe","Heat T assignment","MTH.100.C","eta.fu",NA,"1960",1
"142","GBR","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.20.C","eta.fu",NA,"1960",0.5058
"143","GBR","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.20.C","eta.fu",NA,"1960",0.5058
"144","GBR","PCM","E","Final","ktoe","Domestic electric heaters","LTH.20.C","eta.fu",NA,"1960",0.8
"145","GBR","PCM","E","Final","ktoe","Heat T assignment","LTH.20.C","eta.fu",NA,"1960",1
"146","GBR","PCM","E","Final","ktoe","Non-energy","Bitumen","eta.fu",NA,"1960",1e-06
"147","GBR","PCM","E","Final","ktoe","Non-energy","Coal tar","eta.fu",NA,"1960",1e-06
"148","GBR","PCM","E","Final","ktoe","Non-energy","Electricity","eta.fu",NA,"1960",1e-06
"149","GBR","PCM","E","Final","ktoe","Non-energy","Ethane","eta.fu",NA,"1960",1e-06
"150","GBR","PCM","E","Final","ktoe","Non-energy","Fuel oil","eta.fu",NA,"1960",1e-06
"151","GBR","PCM","E","Final","ktoe","Non-energy","Gas/diesel oil excl. biofuels","eta.fu",NA,"1960",1e-06
"152","GBR","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","eta.fu",NA,"1960",1e-06
"153","GBR","PCM","E","Final","ktoe","Non-energy","Lubricants","eta.fu",NA,"1960",1e-06
"154","GBR","PCM","E","Final","ktoe","Non-energy","Naphtha","eta.fu",NA,"1960",1e-06
"155","GBR","PCM","E","Final","ktoe","Non-energy","Natural gas [of Oil and gas extraction]","eta.fu",NA,"1960",1e-06
"156","GBR","PCM","E","Final","ktoe","Non-energy","Other oil products","eta.fu",NA,"1960",1e-06
"157","GBR","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","eta.fu",NA,"1960",1e-06
"158","GBR","PCM","E","Final","ktoe","Non-energy","Petroleum coke","eta.fu",NA,"1960",1e-06
"159","GBR","PCM","E","Final","ktoe","Non-energy","Refinery gas","eta.fu",NA,"1960",1e-06
"160","GBR","PCM","E","Final","ktoe","Non-energy","White spirit & SBP","eta.fu",NA,"1960",1e-06
"161","GHA","PCM","E","Final","ktoe","Petrol cars","MD","eta.fu",NA,"1960",NA
"162","GHA","PCM","E","Final","ktoe","Diesel cars","MD","eta.fu",NA,"1960",NA
"163","GHA","PCM","E","Final","ktoe","Industry static diesel engines","MD","eta.fu",NA,"1960",NA
"164","GHA","PCM","E","Final","ktoe","Industrial electric motors","MD","eta.fu",NA,"1960",NA
"165","GHA","PCM","E","Final","ktoe","Tractors","MD","eta.fu",NA,"1960",NA
"166","GHA","PCM","E","Final","ktoe","Boat engines","MD","eta.fu",NA,"1960",NA
"167","GHA","PCM","E","Final","ktoe","Diesel trains","MD","eta.fu",NA,"1960",NA
"168","GHA","PCM","E","Final","ktoe","Commercial electric motors","MD","eta.fu",NA,"1960",NA
"169","GHA","PCM","E","Final","ktoe","Airplanes","MD","eta.fu",NA,"1960",NA
"170","GHA","PCM","E","Final","ktoe","Other appliances","MD","eta.fu",NA,"1960",NA
"171","GHA","PCM","E","Final","ktoe","Electric cars","MD","eta.fu",NA,"1960",NA
"172","GHA","PCM","E","Final","ktoe","Fan","KE","eta.fu",NA,"1960",NA
"173","GHA","PCM","E","Final","ktoe","Electric lights","Light","eta.fu",NA,"1960",NA
"174","GHA","PCM","E","Final","ktoe","Television","Light","eta.fu",NA,"1960",NA
"175","GHA","PCM","E","Final","ktoe","Industrial electric heaters","HTH.600.C","eta.fu",NA,"1960",NA
"176","GHA","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","eta.fu",NA,"1960",NA
"177","GHA","PCM","E","Final","ktoe","Industrial electric heaters","MTH.200.C","eta.fu",NA,"1960",NA
"178","GHA","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.200.C","eta.fu",NA,"1960",NA
"179","GHA","PCM","E","Final","ktoe","Iron","MTH.200.C","eta.fu",NA,"1960",NA
"180","GHA","PCM","E","Final","ktoe","Wood stoves","MTH.100.C","eta.fu",NA,"1960",NA
"181","GHA","PCM","E","Final","ktoe","Charcoal stoves","MTH.100.C","eta.fu",NA,"1960",NA
"182","GHA","PCM","E","Final","ktoe","Kerosene stoves","MTH.100.C","eta.fu",NA,"1960",NA
"183","GHA","PCM","E","Final","ktoe","LPG stoves","MTH.100.C","eta.fu",NA,"1960",NA
"184","GHA","PCM","E","Final","ktoe","Industrial electric heaters","MTH.100.C","eta.fu",NA,"1960",NA
"185","GHA","PCM","E","Final","ktoe","Commercial electric heaters","MTH.100.C","eta.fu",NA,"1960",NA
"186","GHA","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","eta.fu",NA,"1960",NA
"187","GHA","PCM","E","Final","ktoe","Refrigerators","LTH.-10.C","eta.fu",NA,"1960",NA
"188","GHA","PCM","E","Final","ktoe","Non-energy","Bitumen","eta.fu",NA,"1960",NA
"189","GHA","PCM","E","Final","ktoe","Non-energy","Crude oil","eta.fu",NA,"1960",NA
"190","GHA","PCM","E","Final","ktoe","Non-energy","Lubricants","eta.fu",NA,"1960",NA
"191","GHA","PCM","E","Final","ktoe","Non-energy","Other oil products","eta.fu",NA,"1960",NA
"192","MEX","PCM","E","Final","ktoe","Petrol cars","MD","eta.fu",NA,"1960",NA
"193","MEX","PCM","E","Final","ktoe","Industry static diesel engines","MD","eta.fu",NA,"1960",NA
"194","MEX","PCM","E","Final","ktoe","Diesel cars","MD","eta.fu",NA,"1960",NA
"195","MEX","PCM","E","Final","ktoe","Industrial electric motors","MD","eta.fu",NA,"1960",NA
"196","MEX","PCM","E","Final","ktoe","Boat engines","MD","eta.fu",NA,"1960",NA
"197","MEX","PCM","E","Final","ktoe","Diesel trains","MD","eta.fu",NA,"1960",NA
"198","MEX","PCM","E","Final","ktoe","Electric trains","MD","eta.fu",NA,"1960",NA
"199","MEX","PCM","E","Final","ktoe","Airplanes","MD","eta.fu",NA,"1960",NA
"200","MEX","PCM","E","Final","ktoe","Electric lights","Light","eta.fu",NA,"1960",NA
"201","MEX","PCM","E","Final","ktoe","Coal/Oil Light","Light","eta.fu",NA,"1960",NA
"202","MEX","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","eta.fu",NA,"1960",NA
"203","MEX","PCM","E","Final","ktoe","Industrial electric heaters","HTH.600.C","eta.fu",NA,"1960",NA
"204","MEX","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.360.C","eta.fu",NA,"1960",NA
"205","MEX","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.80.C","eta.fu",NA,"1960",NA
"206","MEX","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.80.C","eta.fu",NA,"1960",NA
"207","MEX","PCM","E","Final","ktoe","Commercial heat/furnace","LTH.80.C","eta.fu",NA,"1960",NA
"208","MEX","PCM","E","Final","ktoe","Industrial electric heaters","LTH.80.C","eta.fu",NA,"1960",NA
"209","MEX","PCM","E","Final","ktoe","Non-energy","Bitumen","eta.fu",NA,"1960",NA
"210","MEX","PCM","E","Final","ktoe","Non-energy","Coal tar","eta.fu",NA,"1960",NA
"211","MEX","PCM","E","Final","ktoe","Non-energy","Coke oven coke","eta.fu",NA,"1960",NA
"212","MEX","PCM","E","Final","ktoe","Non-energy","Electricity","eta.fu",NA,"1960",NA
"213","MEX","PCM","E","Final","ktoe","Electrolysis machines","Electrolysis","eta.fu",NA,"1960",NA
"214","MEX","PCM","E","Final","ktoe","Electronic devices","Electronics","eta.fu",NA,"1960",NA
"215","MEX","PCM","E","Final","ktoe","Non-energy","Ethane","eta.fu",NA,"1960",NA
"216","MEX","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","eta.fu",NA,"1960",NA
"217","MEX","PCM","E","Final","ktoe","Non-energy","Lubricants","eta.fu",NA,"1960",NA
"218","MEX","PCM","E","Final","ktoe","Non-energy","Naphtha","eta.fu",NA,"1960",NA
"219","MEX","PCM","E","Final","ktoe","Non-energy","Natural gas [of Oil and gas extraction]","eta.fu",NA,"1960",NA
"220","MEX","PCM","E","Final","ktoe","Non-energy","Other kerosene","eta.fu",NA,"1960",NA
"221","MEX","PCM","E","Final","ktoe","Non-energy","Other oil products","eta.fu",NA,"1960",NA
"222","MEX","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","eta.fu",NA,"1960",NA
"223","PRT","PCM","E","Final","ktoe","Diesel cars","MD","eta.fu",NA,"1960",0.120252716455797
"224","PRT","PCM","E","Final","ktoe","Petrol cars","MD","eta.fu",NA,"1960",0.0962021731646379
"225","PRT","PCM","E","Final","ktoe","Industrial electric motors","MD","eta.fu",NA,"1960",0.75
"226","PRT","PCM","E","Final","ktoe","Industry static diesel engines","MD","eta.fu",NA,"1960",0.316036702486733
"227","PRT","PCM","E","Final","ktoe","Airplanes","MD","eta.fu",NA,"1960",0.1368
"228","PRT","PCM","E","Final","ktoe","Commercial electric motors","MD","eta.fu",NA,"1960",0.75
"229","PRT","PCM","E","Final","ktoe","Steam (coal) trains","MD","eta.fu",NA,"1960",0.0641380053908356
"230","PRT","PCM","E","Final","ktoe","Domestic electric motors","MD","eta.fu",NA,"1960",0.75
"231","PRT","PCM","E","Final","ktoe","Boat engines","MD","eta.fu",NA,"1960",0.316036702486733
"232","PRT","PCM","E","Final","ktoe","Electric trains","MD","eta.fu",NA,"1960",0.23702752686505
"233","PRT","PCM","E","Final","ktoe","Natural gas vehicles","MD","eta.fu",NA,"1960",0.08
"234","PRT","PCM","E","Final","ktoe","Coal/Oil Light","Light","eta.fu",NA,"1960",0.0239685229416836
"235","PRT","PCM","E","Final","ktoe","Electric lights","Light","eta.fu",NA,"1960",0.024
"236","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.500.C","eta.fu",NA,"1960",0.577777614586916
"237","PRT","PCM","E","Final","ktoe","Industrial electric heaters","HTH.500.C","eta.fu",NA,"1960",1
"238","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.150.C","eta.fu",NA,"1960",0.577583984397991
"239","PRT","PCM","E","Final","ktoe","Industrial electric heaters","MTH.150.C","eta.fu",NA,"1960",1
"240","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.120.C","eta.fu",NA,"1960",0.577506686736706
"241","PRT","PCM","E","Final","ktoe","Industrial electric heaters","MTH.120.C","eta.fu",NA,"1960",1
"242","PRT","PCM","E","Final","ktoe","Industrial electric heaters","MTH.100.C","eta.fu",NA,"1960",1
"243","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","eta.fu",NA,"1960",0.577366630487097
"244","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.90.C","eta.fu",NA,"1960",0.577366630487097
"245","PRT","PCM","E","Final","ktoe","Industrial electric heaters","LTH.90.C","eta.fu",NA,"1960",1
"246","PRT","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.50.C","eta.fu",NA,"1960",0.487498013148336
"247","PRT","PCM","E","Final","ktoe","Commercial heat/furnace","LTH.50.C","eta.fu",NA,"1960",0.487498013148336
"248","PRT","PCM","E","Final","ktoe","Commercial electric heaters","LTH.50.C","eta.fu",NA,"1960",1
"249","PRT","PCM","E","Final","ktoe","Domestic electric heaters","LTH.50.C","eta.fu",NA,"1960",1
"250","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.50.C","eta.fu",NA,"1960",0.487498013148336
"251","PRT","PCM","E","Final","ktoe","Non-energy","Bitumen","eta.fu",NA,"1960",1e-06
"252","PRT","PCM","E","Final","ktoe","Non-energy","Coke oven coke","eta.fu",NA,"1960",1e-06
"253","PRT","PCM","E","Final","ktoe","Non-energy","Electricity","eta.fu",NA,"1960",1e-06
"254","PRT","PCM","E","Final","ktoe","Non-energy","Fuel oil","eta.fu",NA,"1960",1e-06
"255","PRT","PCM","E","Final","ktoe","Non-energy","Gas/diesel oil excl. biofuels","eta.fu",NA,"1960",1e-06
"256","PRT","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","eta.fu",NA,"1960",1e-06
"257","PRT","PCM","E","Final","ktoe","Non-energy","Lubricants","eta.fu",NA,"1960",1e-06
"258","PRT","PCM","E","Final","ktoe","Non-energy","Naphtha","eta.fu",NA,"1960",1e-06
"259","PRT","PCM","E","Final","ktoe","Non-energy","Other oil products","eta.fu",NA,"1960",1e-06
"260","PRT","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","eta.fu",NA,"1960",1e-06
"261","PRT","PCM","E","Final","ktoe","Non-energy","White spirit & SBP","eta.fu",NA,"1960",1e-06
"262","World","PCM","E","Final","ktoe","Petrol cars","MD","eta.fu",NA,"1960",0.141950759235573
"263","World","PCM","E","Final","ktoe","Diesel cars","MD","eta.fu",NA,"1960",0.177438449044466
"264","World","PCM","E","Final","ktoe","Industrial electric motors","MD","eta.fu",NA,"1960",0.8
